file	t	f0	F1	F2	F3	H1c	H2c	H4c	A1c	A2c	A3c	H2Ku	H5Ku	H1u	H2u	H4u	A1u	A2u	A3u	B1	B2	B3	H1H2c	H2H4c	H1A1c	H1A2c	H1A3c	H2KH5Ku	H1H2u	H2H4u	H1A1u	H1A2u	H1A3u	CPP	HNR05	HNR15	HNR25	HNR35	intensity
 1.wav	1.297	--undefined--	1098.276	1912.932	2631.665	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	15.102	-4.987794903343281	-0.4238945422524776	-4.054928955009667	-4.5852044680562996	10.01134295167323
 1.wav	1.302	--undefined--	1222.04	2093.003	2774.305	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	15.649	-2.9542759522118884	-2.682314780876884	-5.465793817097683	-5.896158016289243	9.948240520678322
 1.wav	1.307	--undefined--	1261.398	2113.451	2739.781	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	13.629	-2.219388052464844	-3.0285912072871266	-5.67931809371321	-6.5979161682282985	9.904124118564155
 1.wav	1.312	--undefined--	1271.952	1885.984	2882.846	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	14.412	2.1228961052141995	-2.039886236018868	-4.933296891806198	-6.002254935799516	9.89531056590243
 1.wav	1.317	--undefined--	985.246	1676.793	2628.382	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	14.485	-0.6294934796388356	-2.880204970352755	-4.713511153681832	-5.487994068073369	9.930776148175289
 1.wav	1.322	--undefined--	938.454	1711.159	2630.154	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	14.476	-0.05089109740992967	-2.5152704578256593	-4.396849176377126	-4.78086099866908	10.007354809171943
 1.wav	1.327	--undefined--	1023.989	1762.593	2702.61	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	17.193	1.3978117273430088	-2.175796432072314	-3.3909285500143618	-3.9914308265105265	10.111299604509558
 1.wav	1.332	--undefined--	1073.697	1760.906	2670.836	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	17.702	1.778758242433618	-0.4110394476709023	-3.64739552192195	-3.9744832759431423	10.22895136998869
 1.wav	1.337	--undefined--	1149.268	1701.342	2535.804	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	15.478	0.7203438060350863	-2.253977571637831	-5.188082225006555	-5.014609810563632	10.349852500872112
 1.wav	1.342	--undefined--	1285.902	1949.397	2578.672	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	13.641	1.3328942095740304	-2.8038768101937217	-4.343043761655684	-4.999558645472711	10.470234642460499
 1.wav	1.347	--undefined--	1257.916	1949.605	2879.521	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	13.118	0.4612490730558944	-0.5569686902087796	-4.092599453782418	-4.763430054809779	10.583153344721616
 1.wav	1.352	--undefined--	1326.853	1935.14	2742.401	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	15.285	-1.4959949804953943	-1.3017505571872598	-3.361626166867649	-3.649433782354268	10.678087456422512
 1.wav	1.357	--undefined--	1163.439	1958.588	3275.204	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	14.837	-2.731660049656586	-3.8301435468843	-2.50220245870345	-3.6509242550509375	10.73895726434091
 1.wav	1.362	--undefined--	1149.45	1932.339	3363.608	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	14.75	-1.8666204630977155	-3.7722225350677414	-0.7696987754116653	-3.7206900091793598	10.754283815217411
 1.wav	1.367	--undefined--	1295.85	1829.464	2291.938	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	17.101	-1.286706695390425	-2.042181975412422	-1.497049157674994	-4.060973960610083	10.72245096323315
 1.wav	1.372	--undefined--	1232.088	1899.46	2528.352	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	17.602	-1.2343129326158704	-0.9888018026685446	-4.022535820390382	-5.062180991581272	10.655765822091388
 1.wav	1.377	--undefined--	1082.052	1908.621	2715.198	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	14.626	1.184609246693003	-2.473035451718753	-4.9370616783056605	-5.433127144818651	10.578247593169225
 1.wav	1.382	--undefined--	1055.672	1954.53	2667.947	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	1.4030119558498049	-0.8705176257678979	-3.911480187028014	-5.066983235796885	0
 1.wav	1.387	--undefined--	1092.513	1951.794	2904.079	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	1.2368993930623293	-0.16196951279794125	-1.744990691822892	-2.593808264600935	0
 1.wav	1.392	--undefined--	1122.026	1877.324	2964.868	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	-2.0845094475957078	-0.9809298942669431	-3.0427141115037553	-4.123827435015829	0
 1.wav	1.397	--undefined--	1079.62	1924.167	2949.059	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	-0.9660402820080621	-1.5940735703593942	-3.745020999222219	-4.565117863058194	0
 1.wav	1.402	--undefined--	1061.612	1935.139	2968.478	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0.3870502143847009	-2.2376455896933796	-4.4688654542890465	-4.2286472632490835	0
 1.wav	1.407	--undefined--	1100.065	1907.835	2945.122	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	-0.7206007426688368	-2.7025526638321744	-4.6620374262881095	-4.490028166944526	0
 1.wav	1.412	0	981.301	1734.666	2669.971	0	0	0	-34.889137997104484	-27.927014272070807	-13.801546107110436	0	0	0	0	0	0	0	0	26.077072480759185	33.11413611131729	64.48936612378505	0	0	34.889137997104484	27.927014272070807	13.801546107110436	0	0	0	0	0	0	0	0.47709084451458833	-2.4763208609673844	-4.190679581676773	-4.252465788068145	0
 1.wav	1.417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103.32969750000001	103.32969750000001	103.32969750000001	0	0	0	0	0	0	0	0	0	0	0	0	-1.1862733456701022	-2.7142160246144913	-4.195721257264725	-4.758333882118842	0
2.wav	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103.32969750000001	103.32969750000001	103.32969750000001	0	0	0	0	0	0	0	0	0	0	0	0	-2.2607286297367133	-2.542798373235727	-3.546857296925365	-4.016954637163011	0
 2.wav	0.025	0	916.907	1766.871	2688.862	0	0	0	-33.73271791492564	-25.802757778908916	-12.605105123896521	0	0	0	0	0	0	0	0	25.894714719273637	33.74697675824197	65.37089070162482	0	0	33.73271791492564	25.802757778908916	12.605105123896521	0	0	0	0	0	0	0	-2.39094131060015	-2.395201743698868	-4.629050868683551	-4.248741931568349	0
 2.wav	0.03	--undefined--	1069.186	1876.567	2711.961	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	-2.407684742069921	-4.948447147116134	-4.576709073873698	-6.044702021229758	0
 2.wav	0.035	--undefined--	1130.423	1851.649	2429.307	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	-1.0826996103049953	-2.9942197321051536	-4.411567650532638	-5.521195310424311	0
 2.wav	0.04	--undefined--	1099.679	1795.766	2643.991	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	-0.523172895063864	-1.955138591880118	-4.221535572864295	-4.77491672605059	0
 2.wav	0.045	--undefined--	1149.734	1815.641	2742.378	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	-4.122557332732339	-2.2505600290136165	-5.769564793285003	-6.220519843137444	0
 2.wav	0.05	--undefined--	1158.404	2070.41	2708.454	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	-0.8229601075547445	-3.8739807135677973	-4.844442498068922	-5.730025686144929	0
 2.wav	0.055	--undefined--	1077.417	2182.983	3405.144	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	-0.3738220466699127	-2.6264416386050824	-5.100983061053609	-5.8151996599161135	0
 2.wav	0.06	--undefined--	1136.566	2013.257	2692.86	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	13.828	-0.19991588927652743	-2.6482286288424794	-4.950206194602642	-3.5801777514211435	0
 2.wav	0.065	--undefined--	1187.836	1489.135	2607.563	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	15.181	-1.82829453840184	-1.3829521662401023	-4.422345040121359	-4.1331082637464265	-2.5931934413774274
 2.wav	0.07	--undefined--	1104.827	1488.866	2657.428	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	15.732	-1.7473878351639327	-2.613367207215394	-5.841138185818964	-6.30361330492091	-2.6802583199313617
 2.wav	0.075	--undefined--	902.864	1822.404	2801.314	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	13.231	-2.2710474853205445	-3.863311897006885	-5.178752474960648	-6.10900399878616	-2.762999588800076
 2.wav	0.08	--undefined--	930.871	1788.962	2757.447	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	13.579	-1.167233723298963	-2.6494305945665593	-4.027964248484487	-4.504115436305728	-2.843787336351901
 2.wav	0.085	--undefined--	873.064	1816.888	2882.939	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	15.356	-1.353074888274668	-1.960994923939692	-4.998217250903508	-5.065197487382095	-2.869065314945971
 2.wav	0.09	--undefined--	915.596	1893.139	2857.797	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	17.548	-4.680419608202532	-3.2793194360768894	-4.801499766820519	-5.079653815690531	-2.7433599336919743
 2.wav	0.095	--undefined--	948.639	1971.456	2926.344	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	14.527	1.5660692971771575	-4.072799685786693	-4.841955991276861	-4.214731539608933	-2.27621236522956
 2.wav	0.1	--undefined--	921.673	1997.205	2953.01	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	12.712	2.7346004184351558	-2.372344406005827	-3.7055149395615077	-3.806304510566662	-1.2248749713306266
 2.wav	0.105	--undefined--	900.517	2032.577	2978.696	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	14.118	1.3107706458376598	-2.609366755351056	-4.276393438607967	-3.9849026319549816	0.47104537599060603
 2.wav	0.11	--undefined--	914.056	1936.9	2816.613	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	13.38	0.0022691725281561376	-3.36337832831369	-4.471188317769928	-4.23382889234709	2.5263794890545888
 2.wav	0.115	--undefined--	899.057	1761.908	2717.709	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	11.609	1.0613795142131817	-2.046064366128677	-3.4484374314345962	-5.062682979727314	4.607067039377875
 2.wav	0.12	--undefined--	909.133	1766.292	2717.456	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	14.245	-0.6703416068590884	-3.26301715626344	-4.727387472680555	-5.1827271802041865	6.4685413495401285
 2.wav	0.125	--undefined--	1372.565	1693.031	3020.364	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	14.282	-0.6178077105982822	-2.502779742263108	-5.482776304216168	-6.100378522042291	8.02664654560682
 2.wav	0.13	--undefined--	1275.706	1692.248	3039.32	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	13.801	-4.287169664749379	0.13706604242057963	-2.9442077905691937	-4.240473952198899	9.244851047117962
 2.wav	0.135	--undefined--	1074.025	1880.43	3002.973	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	13.775	-5.101485774135205	-3.182531459653406	-2.2897016092672122	-2.4116297060323553	10.14997620534727
 2.wav	0.14	--undefined--	1060.559	1731.255	2576.694	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	16.414	-3.5414230192102214	-3.33295481912953	-4.725003334759071	-6.350644474235343	10.769285640070747
 2.wav	0.145	--undefined--	1139.555	1508.615	2563.338	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	16.466	-0.9719683880345009	-4.5485573475291075	-5.29497010937123	-5.153780861213795	11.158563797272613
 2.wav	0.15	--undefined--	1229.07	1678.774	2513	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	13.777	-0.2940166642574663	-4.135861623133248	-4.92576445623625	-5.550230562055464	11.3728123960884
 2.wav	0.155	--undefined--	1124.389	1760.158	2476.922	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	14.407	-2.934130114006861	-2.9508234095026173	-3.6863411545763194	-4.031988996191612	11.474552122615457
 2.wav	0.16	--undefined--	993.226	1682.626	2532.165	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	16.05	0.06169566720199594	-1.7250066696873239	-1.818434414558043	-2.9892037111643113	11.515432904312298
 2.wav	0.165	--undefined--	1040.405	1731.473	2411.853	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	15.238	-3.208860274581306	-2.3455003049761336	-4.413691675711803	-4.621228583852664	11.532022450866675
 2.wav	0.17	--undefined--	992.964	1760.842	2484.583	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	15.668	-2.1789695769629476	-4.493351176710487	-5.097621522585836	-5.393833678367979	11.54043960599335
 2.wav	0.175	--undefined--	933.059	1842.755	2582.415	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	14.226	-1.3440563303351074	-2.651949533408186	-4.77756874679179	-5.197450509026091	11.539967106612096
 2.wav	0.18	--undefined--	1014.33	1924.894	2725.789	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	12.892	-0.20840719836399646	-3.9466278933206618	-3.841399833006455	-5.64361798881155	11.520053193152739
 2.wav	0.185	--undefined--	1114.849	1926.708	3034.236	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	13.66	-0.8489609202602728	-3.030021409790062	-4.376095902375657	-4.771390815480985	11.470587712145221
 2.wav	0.19	--undefined--	1285.602	1761.518	2325.22	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	15.586	2.0770935912526136	-2.9357663604047675	-4.088820664795824	-4.9620331805358	11.387185663636853
 2.wav	0.195	--undefined--	1304.077	1593.406	2463.668	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	14.865	0.48417170109527874	-2.049906170120773	-4.648039906251644	-5.697883639901166	11.273801834732865
 2.wav	0.2	--undefined--	1086.519	1769.415	3095.659	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	13.994	-0.28730397721918643	-0.5818195938219074	-4.130749696541097	-4.646495036738055	11.143629322011886
 2.wav	0.205	--undefined--	1047.782	1719.72	2912.981	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	14.404	0.4112028840450116	-1.0394839665483464	-2.6722131734412486	-3.927068320877561	11.01493391019754
 2.wav	0.21	--undefined--	1061.051	1909.289	2737.87	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	16.796	-2.7744042932184754	-2.433887231158062	-3.6387931437081162	-4.49920973529293	10.906503913501982
 2.wav	0.215	--undefined--	1153.577	2004.488	2815.661	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	18.072	-1.9522404886293478	-1.7612827015255346	-4.6262698680277845	-4.752418705449288	10.828072467839787
 2.wav	0.22	--undefined--	1198.203	1968.591	2890.734	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	14.428	-0.9840708051259052	-3.9558894804790774	-5.5853084268991	-5.410525650233412	10.780978603441378
 2.wav	0.225	--undefined--	1177.971	1794.231	2735.299	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	14.098	-3.512292617537227	-3.847770473140941	-4.48488782658622	-4.475279621939325	10.756522240739992
 2.wav	0.23	--undefined--	1091.925	1755.658	2545.576	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	14.997	-2.0527939606672203	-4.07550548658905	-3.914793192116512	-4.462209775252281	10.740798086308246
 2.wav	0.235	--undefined--	1136.586	1804.014	2567.221	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	12.417	0.5688798392004933	-1.6239025549349302	-2.8459382022423356	-4.007855672657709	10.720754428001907
 2.wav	0.24	--undefined--	1070.476	1730.558	2523.376	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	17.134	-1.042121087416229	-0.7340322170464092	-4.456264093766249	-5.571395702078958	10.69111462385756
 2.wav	0.245	--undefined--	1016.073	1833.368	2698.97	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	14.854	-1.2945349518726144	-3.484525530171252	-4.067069793088755	-4.8147286251636885	10.656710967193657
 2.wav	0.25	--undefined--	1018.892	1935.115	3012.061	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	12.188	-0.9112201952531596	-3.7403359693012734	-2.809236952151611	-3.8104417101987798	10.633940128137107
 2.wav	0.255	--undefined--	1010.628	2004.605	2724.267	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	13.007	-3.7670752742005584	-4.840102641189993	-2.5942230078028814	-4.111462963825239	10.644714922827358
