file	t	f0	F1	F2	F3	H1c	H2c	H4c	A1c	A2c	A3c	H2Ku	H5Ku	H1u	H2u	H4u	A1u	A2u	A3u	B1	B2	B3	H1H2c	H2H4c	H1A1c	H1A2c	H1A3c	H2KH5Ku	H1H2u	H2H4u	H1A1u	H1A2u	H1A3u	CPP	HNR05	HNR15	HNR25	HNR35	intensity
 2.wav	0.775	143.54187191244355	511.668	1654.801	2897.476	73.13842734886775	75.05805350496506	59.209391183490794	57.53101202355724	67.67070369133378	72.92716395147971	68.76190352271652	38.58463410156647	73.9131256206013	78.58653834091794	71.66217555197578	80.72711062687196	78.24222561325983	64.47389207552516	39.24030106002431	52.357623489649	124.9349983913611	-1.9196261560973085	15.848662321474265	15.607415325310512	5.467723657533966	0.2112633973880378	30.17726942115005	-4.673412720316634	6.924362788942162	-6.813985006270656	-4.329099992658527	9.43923354507615	17.629	4.685547418078545	1.1726197708059072	2.515836179339151	2.4327332330943023	49.09225342138293
 2.wav	0.78	144.81109897910372	525.655	1649.663	2914.561	75.04755515569218	78.02924047989393	65.76402355982532	62.508273688376214	67.26962406722733	76.78767026474245	68.47283856118041	40.16300428748135	75.79767059462777	81.42519656941005	79.75058710214998	85.91327724069953	78.38590791815645	68.40695222019535	39.61455536257575	52.399076367769574	126.82349811215273	-2.9816853242017487	12.26521692006861	12.539281467315966	7.777931088464854	-1.7401151090502651	28.30983427369906	-5.627525974782273	1.674609467260069	-10.115606646071754	-2.5882373235286735	7.390718374432424	15.45	5.083941619302411	3.340105586989796	-0.5759390322696037	-0.69396393465	50.286640952677296
 2.wav	0.785	146.68434574446013	535.416	1639.866	2942.824	76.623484515471	78.32462258228769	68.58530943325677	61.99416519046652	65.36583858556357	77.09591842084426	64.4959261886126	41.008652179021745	77.368432405912	81.6903336238409	83.12222122433418	85.52909355998088	76.90107161060547	68.35871664050185	39.97682380137579	52.400954702724924	129.90875784246	-1.7011380668166822	9.73931314903092	14.629319325004488	11.25764592990744	-0.4724339053732507	23.487274009590855	-4.321901217928897	-1.4318876004932832	-8.160661154068876	0.46736079530653285	9.00971576541015	14.212	3.9365756644598098	1.000857801429425	0.4195369067122191	0.19167682374878547	51.30903248532235
 2.wav	0.79	148.7073756033875	569.184	1602.968	2941.571	78.11524165092987	78.78879562524439	64.0998572461578	59.89409714556288	64.47567130589414	73.66560862003908	62.71234059543099	41.63197272374063	78.80245170965863	81.84958746077828	83.99505573228068	83.99505573228068	77.57107188315325	65.43478944052461	40.70456337911038	51.72177240910398	130.51646841814977	-0.6735539743145154	14.688938379086593	18.221144505366993	13.639570345035736	4.449633030890794	21.080367871690356	-3.0471357511196544	-2.145468271502395	-5.192604022622049	1.2313798265053748	13.367662269134016	18.751	7.0734038742172665	2.3732925742485973	1.1237514691981774	1.0251460531051522	52.20651733319251
 2.wav	0.795	150.5235389368406	589.367	1567.183	2909.272	78.94805561897715	79.06049673220816	63.72167489437984	62.28605820161617	66.29167680265192	75.2415408005634	62.09383924181335	42.895886207877155	79.61273084467638	82.00174763524475	86.74310783811634	86.74310783811634	80.44370556701223	67.59716199204527	41.17820397030172	51.09792272796016	128.351791522517	-0.11244111323101436	15.338821837828327	16.66199741736098	12.65637881632523	3.7065148184137513	19.197953033936194	-2.389016790568377	-4.74136020287159	-7.130376993439967	-0.8309747223358528	12.015568852631105	24.434	9.318122421914378	3.525046933375546	2.5352176078472306	2.4306148284599605	53.028883276826555
 2.wav	0.8	151.96493529836258	605.479	1535.753	2905.39	79.30318198476706	79.1320849357559	64.47516947875309	64.41410541265424	68.14306529606492	77.78124940184597	63.85760119290996	44.669237253649854	79.95224641734934	81.99054854721096	89.17204429381572	89.17204429381572	83.16856144933595	70.16680039151635	41.54164435098119	50.573952268844195	128.51448092852993	0.1710970490111663	14.65691545700281	14.889076572112828	11.160116688702146	1.521932582921096	19.188363939260107	-2.03830212986162	-7.181495746604753	-9.219797876466373	-3.2163150319866105	9.785446025832996	29.149	9.95200482238623	5.592371857325888	5.592986923160376	5.477220927108703	53.78921845700277
 2.wav	0.805	153.01826515184518	619.102	1520.996	2826.946	79.55927318335014	79.2071248682894	66.17545168474115	65.72090734132975	69.53979819810633	75.48923671828126	65.11193745964647	45.224897293988604	80.19374441562735	81.99053468313605	90.71985732504575	90.71985732504575	85.17094342809095	69.39023178882971	41.821399739814055	50.39334999556377	122.15916434022212	0.3521483150607452	13.03167318354825	13.838365842020394	10.019474985243818	4.070036465068881	19.887040165657865	-1.7967902675086975	-8.729322641909704	-10.526112909418401	-4.9771990124636005	10.803512626797641	28.904	15.432355172268206	11.195032698196577	10.856451771603314	10.673569334337362	54.49575727425519
 2.wav	0.81	153.78392031543925	630.147	1516.71	2773.315	79.81941334613367	79.32782535837727	68.37764844613928	66.60605705371047	70.17153001779671	77.2515525012979	65.34116274436988	45.46456807838622	80.4412401049562	82.04764003570892	91.78748145553007	91.78748145553007	86.20423356737005	72.35424489299601	42.032411793810134	50.40449832043571	117.9239078881264	0.4915879877564038	10.950176912237993	13.2133562924232	9.64788332833696	2.567860844835778	19.87659466598366	-1.6063999307527297	-9.739841419821147	-11.346241350573877	-5.76299346241386	8.086995211960186	30.233	24.28986453866338	14.81868943790056	13.11205114017989	12.471011705403964	55.135282277371616
 2.wav	0.815	154.34964190944325	638.837	1514.41	2788.881	80.02314576173204	79.41700792152855	70.45120558383258	67.39338367247595	69.8550172564185	81.52894648658878	64.47117788771106	49.114667403357714	80.63508489690139	82.08751272532106	92.71736625042567	92.71736625042567	86.18986950342219	76.54886496037133	42.190713823853066	50.43154652057766	119.39619371314554	0.6061378402034876	8.965802337695976	12.62976208925609	10.168128505313533	-1.5058007248567407	15.35651048435335	-1.4524278284196726	-10.629853525104608	-12.08228135352428	-5.554784606520798	4.086219936530057	30.661	24.111916442785017	17.02326259531772	14.660659306759378	13.556562389809343	55.70778589806068
 2.wav	0.82	154.74732651296858	643.799	1506.869	2801.069	80.15333199868964	79.41675871522958	71.81451312776424	68.07745288743851	67.9968837336306	83.10467721327458	64.23829190644491	50.4048051925345	80.7611724192099	82.06613993192065	93.49724490070273	93.49724490070273	84.57559509402617	77.91487216025197	42.28814965101913	50.32527428135292	120.54301635514962	0.7365732834600607	7.602245587465333	12.075879111251126	12.15644826505904	-2.951345214584947	13.83348671391041	-1.3049675127107463	-11.43110496878208	-12.736072481492826	-3.814422674816271	2.8463002589579247	30.529	24.536035755519002	16.932284231421757	13.12735439401607	12.326466897116378	56.20792425127733
 2.wav	0.825	154.96742115345836	645.601	1478.752	2810.513	80.22739326961704	79.39801225413377	72.50821800314344	68.58305401506384	65.07953265115121	83.77987401669262	64.60898898099005	49.99432913696349	80.83761005162918	82.05612918298675	94.10422011939475	94.10422011939475	82.04816013962088	78.0112586908603	42.33183930345571	49.782065616606204	121.40812946282406	0.8293810154832642	6.8897942509903345	11.644339254553202	15.147860618465828	-3.5524807470755775	14.614659844026555	-1.2185191313575672	-12.048090936408002	-13.26661006776557	-1.2105500879916917	2.826351360768882	33.23	28.9448557423449	18.63511857465295	13.631725137210175	13.23087088340724	56.64459195553599
 2.wav	0.83	155.06891629111976	645.636	1439.729	2820.596	80.27864646550219	79.42267445023336	72.83532665247067	68.97543583160973	66.34199286188726	83.78291572895323	65.00593003777941	49.16349424844778	80.89492660994459	82.10637688084975	94.60779505259835	94.60779505259835	83.78040238675496	77.20014964546452	42.343662461179264	49.06064280516756	122.29263032935502	0.8559720152688328	6.587347797762689	11.303210633892462	13.936653603614928	-3.504269263451036	15.842435789331624	-1.2114502709051607	-12.501418171748597	-13.712868442653757	-2.8854757768103667	3.69477696448007	32.799	34.360089784606956	20.78010722541043	15.6659619608231	15.491128787021564	57.01962710320757
 2.wav	0.835	155.09158540431653	644.815	1412.219	2842.889	80.33021080871954	79.4794909536985	72.98121091278828	69.2974146006642	67.56529576271737	83.11831924468748	65.09818528129496	48.66356364874086	80.95202941574071	82.18728181507218	95.0003889213049	95.0003889213049	85.31170305033372	75.6758843339691	42.33764791372814	48.58625585337469	124.1951759483286	0.8507198550210404	6.498280040910217	11.032796208055345	12.764915046002173	-2.788108435967942	16.434621632554098	-1.235252399331472	-12.81310710623272	-14.048359505564193	-4.359673634593008	5.276145081771617	31.082	35.073238363708114	22.475960305233812	19.41346521925641	19.171481445610013	57.33999409951231
 2.wav	0.84	155.04984769636695	645.002	1394.592	2867.119	80.3668020558797	79.55762584914429	73.2996430670564	69.53819069279173	68.53163008438884	82.45946341905388	64.8898543527913	48.64481818969497	80.99066335644213	82.2734649050644	95.30389163233444	95.30389163233444	86.50306784523379	74.3216965725059	42.33489206412895	48.29218192826361	126.25952414907134	0.8091762067354153	6.257982782087893	10.828611363087973	11.835171971490865	-2.092661363174173	16.24503616309633	-1.282801548622274	-13.03042672727004	-14.313228275892314	-5.51240448879166	6.668966783936227	32.199	35.808599356811406	21.672639919022988	20.70107949815036	20.396714514061177	57.603088710123146
 2.wav	0.845	154.92582067915112	645.452	1382.699	2880.262	80.34391061955832	79.62250480890745	73.68666760247575	69.72861693795157	69.06005030714607	82.4764425137839	64.65876638734431	47.44487303810839	80.96788582512349	82.33765953807931	95.54649788459551	95.54649788459551	87.19784522198745	73.93830091711942	42.325589428924474	48.08890525076286	127.35258991448886	0.7214058106508645	5.9358372064316995	10.615293681606744	11.283860312412244	-2.132531894225579	17.213893349235924	-1.3697737129558192	-13.208838346516202	-14.578612059472022	-6.229959396863961	7.029584908004068	30.919	34.23811826608846	21.78462871160205	21.434909464487596	20.991815008450804	57.809158285975
 2.wav	0.85	154.70248584998004	644.691	1373.35	2896.266	80.26959839988082	79.66122326163497	73.84920671897672	69.85772793054336	68.99912571954526	83.52131190655071	64.40683068673282	44.52585710019156	80.89447651613766	82.37992895338479	95.69940867905237	95.69940867905237	87.23292419749357	74.54635489192297	42.29243301608721	47.917216293983984	128.66515984086308	0.6083751382458473	5.812016542658256	10.411870469337458	11.270472680335558	-3.251713506669887	19.88097358654126	-1.4854524372471332	-13.319479725667577	-14.80493216291471	-6.338447681355916	6.348121624214684	34.071	32.279569887891924	20.72549073884789	20.419859981227457	20.031047818809796	57.954227869573714
 2.wav	0.855	154.38170166715068	643.967	1363.742	2916.991	80.20610877915752	79.69569180539477	73.98841044018832	69.87605055456926	68.21859124616546	85.62315955903038	63.895366834181914	43.317562585868714	80.8310857372179	82.41407924491874	95.7460524139036	95.7460524139036	86.55563214546312	76.13508121194228	42.24865178872392	47.73302639192943	130.36335081215645	0.5104169737627444	5.707281365206455	10.330058224588257	11.987517532992058	-5.417050779872866	20.5778042483132	-1.5829935077008344	-13.33197316898486	-14.914966676685694	-5.724546408245217	4.696004525275626	32.618	29.23057888842786	19.88484370508296	19.683751626519445	19.20514682175465	58.038648194034366
 2.wav	0.86	153.95989306138145	644.448	1355.048	2917.492	80.1509841367062	79.72350497389263	74.50264862757783	69.94937329410591	66.96111249084528	87.42155160425523	63.2366474598974	42.49038260574682	80.77312847401969	82.42747960981464	95.87046729070707	95.87046729070707	85.43461304670898	77.80672641398485	42.20608014898927	47.5530414523591	130.26030175942464	0.4274791628135688	5.220856346314804	10.201610842600289	13.189871645860919	-7.270567467549029	20.74626485415058	-1.654351135794954	-13.44298768089243	-15.097338816687383	-4.6614845726892895	2.966402060034838	32.769	28.49324796088178	19.2698838425919	19.149509955232745	18.63254146504204	58.06300943899784
 2.wav	0.865	153.41558179355638	644.676	1343.918	2915.822	80.0707091503206	79.72625917892479	74.96744725252489	69.93276607397425	65.11243731005092	88.41561296354665	62.41689809444366	42.290684404666045	80.68986302930506	82.41491022434245	95.9131466740304	95.9131466740304	83.74827976743461	78.66503903504852	42.14702467129864	47.32685798920986	129.9248499325354	0.3444499713958038	4.7588119263999005	10.137943076346346	14.958271840269674	-8.344903813226054	20.126213689777614	-1.7250471950373907	-13.498236449687951	-15.223283644725342	-3.0584167381295515	2.0248239942565363	32.823	29.354241244860102	20.414099441423936	20.409709098894524	19.837914596402815	58.030715089239926
 2.wav	0.87	152.70513628476388	642.764	1326.282	2916.471	79.94918869813456	79.81996164045553	75.01725162972558	69.78384199738967	62.91259248107589	88.4178228828255	60.95249029575009	41.771424280807864	80.5685797305204	82.50838439075294	95.8127760080647	95.8127760080647	81.72443118123427	78.32864028343951	42.04687334275787	46.99838707031179	129.7342241877133	0.12922705767903153	4.802710010729953	10.165346700744891	17.036596217058673	-8.468634184690941	19.181066014942225	-1.9398046602325394	-13.304391617311765	-15.244196277544305	-1.1558514507138682	2.2399394470808858	33.824	27.411012582782863	19.646075732764533	19.605643486462146	18.85101694374586	57.94662260888163
 2.wav	0.875	151.82319705035349	639.845	1300.875	2921.312	79.78446106362576	79.89761037122611	74.84473252744996	69.46655911400501	62.774590907202644	86.97457292453663	58.34950037373396	38.289052726934315	80.40575733586144	82.59308272012044	95.563028372181	95.563028372181	81.8340951927454	76.32270024304307	41.91666521570656	46.565003196957456	129.8485579231787	-0.11314930760035224	5.052877843776145	10.317901949620747	17.009870156423112	-7.190111860910875	20.060447646799645	-2.1873253842589975	-12.96994565206056	-15.157271036319557	-1.4283378568839566	4.083057092818365	28.851	24.760402915104983	18.068252696454763	17.914879833553428	16.839248826566042	57.815578861765985
 2.wav	0.88	150.7874779608595	635.671	1278.664	2942.697	79.57427610665832	79.92356386334217	74.69627397364712	69.29248084120076	62.41752955950449	82.95443183280008	56.36183164898714	34.264769184644706	80.19775454621353	82.62792046119473	95.42532139267561	95.42532139267561	81.64447954813039	71.49134587999744	41.7554647342894	46.1734639268362	131.35130050601663	-0.34928775668385015	5.227289889695044	10.28179526545756	17.15674654715383	-3.3801557261417656	22.097062464342436	-2.4301659149812025	-12.79740093148088	-15.227566846462082	-1.4467250019168603	8.706408666216092	27.026	20.905765037994605	16.760227645252577	16.73740582231774	15.654391504872864	57.645117143140865
 2.wav	0.885	149.66925749310155	632.782	1272.975	2961.21	79.35734918227116	79.93414225208998	74.57431989680792	68.84813083587001	62.06234801078472	85.2012905555968	55.16046815125682	37.996805096689414	79.9771153089884	82.6209678226621	94.97349319562046	94.97349319562046	81.28627066223594	73.290652365478	41.59842107803513	45.97010427073729	132.57524587934478	-0.5767930698188195	5.359822355282063	10.509218346401155	17.295001171486447	-5.8439413733256345	17.163663054567408	-2.643852513673693	-12.352525372958368	-14.996377886632061	-1.309155353247533	6.686462943510406	27.385	20.362664800077855	14.425889225353327	14.346223131919443	13.202385435096387	57.441425287247384
 2.wav	0.89	148.52367920656008	629.505	1260.701	2960.523	79.146564392445	79.9480272775651	74.57545747743512	68.57809493106657	61.83903023876133	87.49942005145653	54.268117451632065	40.119671412977446	79.76425566021506	82.62446082384328	94.71840029114927	94.71840029114927	81.13415541205205	75.32617347416867	41.433871813282884	45.6934668059061	132.10429385351134	-0.8014628851201024	5.37256980012998	10.568469461378427	17.30753415368367	-8.352855659011524	14.148446038654619	-2.8602051636282226	-12.093939467305987	-14.95414463093421	-1.3698997518369964	4.438082186046387	27.264	20.26076413622587	13.620463920190693	13.540612611734883	12.849362537950835	57.21441563654987
 2.wav	0.895	147.38288645813458	625.49	1241.01	2955.575	78.91830885870849	80.14151848065771	74.25807475391156	68.12490571409458	61.513687604199454	87.94504941611638	53.87076017339412	42.06164879084467	79.53662157219702	82.81964269204978	94.3001790472242	94.3001790472242	80.95338847944278	75.42786324473495	41.26141942245609	45.34769636630617	131.26415840616028	-1.2232096219492234	5.883443726746151	10.793403144613904	17.40462125450903	-9.02674055740789	11.809111382549446	-3.283021119852762	-11.480536355174422	-14.763557475027184	-1.4167669072457585	4.10875832746207	28.867	21.59797225653799	14.222467036249961	14.211894260206456	13.608109986397901	56.96963659076243
 2.wav	0.9	146.22036558344539	622.562	1222.747	2948.068	78.6637543370309	80.33400792243555	74.3013630335786	67.82061876027369	60.923543652434766	86.42547439627155	53.45987718929467	41.05152124050579	79.28050736541694	83.00344205405209	94.05004834519386	94.05004834519386	80.5315957503838	73.65765324903961	41.09826601302216	45.02614886851821	130.19801201826857	-1.6702535854046516	6.03264488885695	10.843135576757206	17.74021068459613	-7.761720059240659	12.40835594878888	-3.7229346886351493	-11.04660629114177	-14.76954097977692	-1.251088384966863	5.622854116377326	25.996	21.9163465405158	16.033624041701533	15.962146375750592	15.428067496648929	56.714947501958605
 2.wav	0.905	145.00374109358316	620.924	1211.992	2955.237	78.41004225240336	80.50453928730356	74.60727665311828	67.52836174705507	60.22862138909064	83.18475905274616	53.582900221861735	35.61763548195548	79.02116283691689	83.14668266683505	93.80553112585568	93.80553112585568	79.95300318177178	70.09966246754168	40.94339063024652	44.77674138045211	130.38486223306978	-2.0944970349002006	5.897262634185282	10.881680505348285	18.181420863312717	-4.7747168003428015	17.965264739906253	-4.1255198299181615	-10.658848459020632	-14.784368288938794	-0.9318403448548906	8.92150036937521	25.347	22.40285107558519	15.67124952439806	15.611393467414876	14.535049921255105	56.4492563234128
 2.wav	0.91	143.68871523916187	618.193	1208.782	2967.707	78.19017586112963	80.57004039367706	74.73457685102349	67.20048233824225	59.56068677944209	83.45404440052533	53.727623985543715	40.16377451187458	78.79499753737551	83.18285460310835	93.46636923304897	93.46636923304897	79.25750576727772	70.06876851715388	40.76513307503266	44.58638510370383	130.99210930683356	-2.3798645325474297	5.835463542653571	10.989693522887379	18.629489081687538	-5.263868539395702	13.563849473669137	-4.387857065732845	-10.283514629940612	-14.671371695673457	-0.4625082299022125	8.726229020221624	24.316	21.105478396789707	15.338813293547757	15.278660598542535	14.303323462646343	56.17195174153465
 2.wav	0.915	142.28402546969056	613.805	1207.966	2967.994	77.88991192899252	80.51964864921608	74.77415742198413	67.00818784173664	59.001338603989325	84.54135262108387	52.99697807243347	41.63549757559814	78.48979958352656	83.11014819751688	93.21715216286286	93.21715216286286	78.57606689001281	71.04181244509263	40.557743115015484	44.40687165562008	130.51091647283772	-2.629736720223562	5.745491227231952	10.881724087255876	18.888573325003193	-6.651440692091356	11.361480496835334	-4.620348613990316	-10.107003965345982	-14.727352579336298	-0.08626730648624914	7.4479871384339305	24.459	18.47968631937316	13.475756627213787	13.435529589281959	12.824271301305261	55.87399981743543
 2.wav	0.92	140.80447870284823	609.362	1206.735	2964.386	77.55605284217066	80.4802448037094	74.68700859639713	66.65121728031252	58.76236114604195	85.20745185055112	52.097413277614166	40.81283347814005	78.15051852179967	83.04612510905363	92.8061856008195	92.8061856008195	78.2200328099137	71.64700168194341	40.34082231519091	44.21457615309736	129.66829709392684	-2.924191961538739	5.793236207312262	10.904835561858135	18.79369169612871	-7.651399008380466	11.284579799474116	-4.895606587253965	-9.76006049176587	-14.655667079019835	-0.0695142881140356	6.50351683985626	24.1	17.13915036476363	12.54973890818389	12.518552007272959	12.088586609582366	55.54961045613201
 2.wav	0.925	139.3028981799626	605.365	1203.449	2973.221	77.21231614438929	80.21022826945753	74.66067422598847	66.27424246614116	58.56829290413129	83.20698757653548	52.259980415136184	42.477138698170535	77.80084185010467	82.748794182675	92.39552709215644	92.39552709215644	77.95429561054169	69.36840755107265	40.12618355796943	44.00169148889096	129.88431392988176	-2.9979121250682397	5.549554043469058	10.93807367824813	18.644023240258	-5.994671432146191	9.782841716965649	-4.947952332570324	-9.646732909481443	-14.594685242051767	-0.1534537604370172	8.432434299032025	22.11	16.58377891791662	12.136988216741148	12.110924774932087	11.674578429527267	55.18711640553937
 2.wav	0.93	137.77376758741946	602.272	1213.126	2981.694	76.82420194117344	79.71883015760517	74.6353970483454	65.76756211693733	58.19956110366685	82.40140418907646	51.70801720951273	42.790314037440986	77.40262582107246	82.21175862955207	91.81351965069885	91.81351965069885	77.37207800794397	68.54132942936747	39.918862207499586	43.89996671322369	130.05519694499915	-2.8946282164317267	5.083433109259772	11.056639824236115	18.62464083750659	-5.577202247903017	8.917703172071747	-4.809132808479603	-9.601761021146785	-14.410893829626389	0.030547813128492862	8.861296391704997	22.285	16.068487843908102	11.782519442239767	11.74582082064579	11.291659447121571	54.782978099779854
 2.wav	0.935	136.2166839297087	600.414	1224.19	2978.568	76.3780822873519	79.41988914194678	74.63802924267247	65.12028157097521	58.703706585209446	82.74323161853358	50.84142801470164	40.874194296322614	76.94411952142467	81.85646373692812	91.11417283751322	91.11417283751322	77.69450561953991	69.10313958034777	39.72304499636149	43.80953895168252	129.22313017570474	-3.0418068545948813	4.781859899274309	11.257800716376693	17.674375702142456	-6.365149331181684	9.967233718379028	-4.9123442155034525	-9.257709100585103	-14.170053316088556	-0.7503860981152428	7.840979941076895	20.873	16.07111559288204	12.088094129496307	12.09769727443155	11.542540607290722	54.32911578536239
 2.wav	0.94	134.6225301678147	593.141	1217.631	2976.043	75.8491892851293	79.01034602527659	73.94161368104115	64.50566816437625	60.207609332414094	83.06297807032405	50.78402973222662	38.735490540601894	76.41420298574128	81.4428876795344	90.41468367325731	90.41468367325731	79.04676849653461	69.16862419947739	39.45758454826036	43.553668383035394	128.43108484387287	-3.161156740147291	5.068732344235443	11.343521120753053	15.641579952715205	-7.213788785194751	12.048539191624727	-5.02868469379311	-8.971795993722921	-14.000480687516031	-2.6325655107933272	7.245578786263891	20.828	15.415093489419174	10.649766913581395	10.616078021212886	10.206690980122644	53.82767771768656
 2.wav	0.945	133.02663477769826	586.955	1209.968	2966.207	75.44749598387058	78.60597810034716	73.02370292401653	63.51517441837781	61.23777700781433	79.74135812379814	49.51548516884138	34.71347725659962	76.00993275443243	81.02697120577112	89.36666976198734	89.36666976198734	79.97960647617612	65.71889249294108	39.20369416437498	43.28964821280518	127.02589980137766	-3.158482116476577	5.582275176330626	11.93232156549277	14.209718976056251	-4.293862139927555	14.802007912241763	-5.017038451338692	-8.33969855621622	-13.356737007554912	-3.969673721743689	10.291040261491347	21.861	14.909693019831536	9.713132372106546	9.68190451969743	9.381942205515685	53.2759684783091
 2.wav	0.95	131.43730089694282	587.457	1204.66	2978.628	75.05830027943142	78.36129427181038	72.86703954123311	62.398305413685954	61.599730823551354	79.08850590808726	48.57293929322463	37.76582127572046	75.60723307508793	80.71906938998887	88.32318535249856	88.32318535249856	80.47079985948834	64.83507911306758	39.03343567954454	43.0488123462336	127.49437029056972	-3.3029939923789584	5.494254730577268	12.659994865745468	13.458569455880067	-4.030205628655835	10.807118017504166	-5.111836314900941	-7.604115962509681	-12.715952277410622	-4.863566784400405	10.772153962020354	21.72	15.787355520733994	10.309926273423727	10.302164600385309	9.997164975142956	52.684330060953364
 2.wav	0.955	129.89466662973004	587.308	1200.093	2978.982	74.63521960960678	78.0372400852089	72.47007572193812	61.219975917944794	61.196560102430354	80.23231675373887	47.11817578565561	38.51173823526183	75.17208350319135	80.33888916839201	87.20047661353803	87.20047661353803	80.16114921822472	65.92807258478179	38.860256491952924	42.821106295244526	126.96431456602524	-3.4020204756021144	5.567164363270777	13.415243691661985	13.438659507176425	-5.597097144132093	8.606437550393778	-5.16680566520067	-6.861587445146014	-12.028393110346684	-4.989065715033377	9.244010918409558	21.52	14.358231427906365	9.496251709447867	9.463501263023202	9.107278465864356	52.057813328426825
 2.wav	0.96	128.3707950914003	584.379	1206.155	2996.748	74.16056688263902	77.61759891829186	71.64451995634606	59.999292837894345	59.38850962366347	80.82207139045026	46.75632586441164	37.32426638755453	74.68800440774463	79.87674954389881	85.92826698234666	85.92826698234666	78.19630565355745	66.2942670346548	38.65473420478658	42.68593483248	127.89373827821761	-3.457032035652844	5.973078961945802	14.161274044744673	14.77205725897555	-6.6615045078112445	9.432059476857113	-5.188745136154182	-6.051517438447846	-11.240262574602028	-3.5083012458128167	8.393737373089834	21.064	14.647090588092759	9.841528387843933	9.796925885294595	9.556925175367311	51.41747024354662
 2.wav	0.965	126.86199319264476	587.167	1228.477	3017.988	73.74354356115225	77.28935621559901	71.70809857944775	59.105084209984184	56.7763665353774	82.6696015842546	46.169755483115594	33.16528044755415	74.25087685248292	79.45737231794783	85.03443963170699	85.03443963170699	75.4356927944678	68.31870412444088	38.521710587168904	42.697944180291394	129.11524744275164	-3.545812654446763	5.581257636151264	14.638459351168066	16.967177025774852	-8.926058023102343	13.004475035561441	-5.206495465464911	-5.577067313759159	-10.78356277922407	-1.1848159419848798	5.932172728042033	19.846	15.436740733263292	9.442241915138922	9.402992127235372	8.975380037085118	50.777332701669366
 2.wav	0.97	125.32901489541898	587.223	1233.92	3013.484	73.25111214413417	77.01607025030728	71.2782476077978	58.320369973080695	57.11101425128558	82.01446517963129	45.20215758276496	36.79315916387403	73.74514462549077	79.12361493567253	83.98224172546873	84.26675376462018	75.74013234151339	67.86510899247278	38.35214522114406	42.55916486065545	128.16882464549576	-3.764958106173111	5.737822642509485	14.930742171053474	16.140097892848587	-8.763353035497119	8.408998418890931	-5.378470310181768	-4.85862678979619	-10.52160913912941	-1.9949877160226208	5.880035633017982	20.175	14.362696054091199	8.397386773226948	8.37653321528196	8.031104135067217	50.16283519186964
 2.wav	0.975	123.78230736321154	583.596	1223.052	2999.22	72.61240675502788	76.58942760466141	70.58081527058296	57.91993092046873	58.29182023512131	80.74255192778408	45.476899579544316	39.58138481531007	73.10067535734157	78.67048015376102	83.00238446309636	83.87498069606883	76.9620555107049	66.55616765135049	38.13595937124678	42.270142408263155	126.41341291914766	-3.977020849633533	6.00861233407845	14.692475834559147	14.32058651990657	-8.130145172756201	5.89551476423425	-5.569804796419447	-4.331904309335343	-10.77430533872726	-3.861380153363328	6.54450770599108	20.7	13.58126497273819	9.427520203435371	9.35056896047756	9.079222424370812	49.58252348895495
 2.wav	0.98	122.23692690256003	579.067	1218.233	3006.982	72.10658660162164	76.0794421436454	69.79980842692176	57.64230805536781	60.308569877316124	79.50725295455362	46.30165281935901	38.275230179475344	72.58943319471202	78.1360988134453	81.99203653435598	83.56200346321856	78.90578085496246	65.01734811385307	37.90840114336926	42.037754229340415	126.48447221169805	-3.9728555420237512	6.279633716723637	14.46427854625383	11.79801672430552	-7.400666352931978	8.02642263988367	-5.546665618733286	-3.855937720910674	-10.972570268506544	-6.316347660250443	7.57208508085894	19.452	13.897203188602765	7.4140883529805475	7.405240389347913	6.950964722791307	49.045133721630236
 2.wav	0.985	120.74830497593196	581.146	1217.506	3007.65	71.601409420509	75.74512848817443	69.36742759791838	57.30926131267293	60.99993722391972	76.92716232844721	47.1316645967191	34.71794318735489	72.0696555168931	77.7352066659601	80.90332850129484	83.31327303686471	79.7248727787816	62.516910504384455	37.76929266985001	41.84859417478037	125.98915732031807	-4.14371906766543	6.377700890256051	14.29214810783607	10.601472196589278	-5.3257529079382095	12.413721409364207	-5.665551149066999	-3.1681218353347305	-11.243617519971608	-7.655217261888495	9.552745012508652	20.386	13.106818028385465	7.488485845065494	7.4439451209482135	7.13149392757484	48.54090573717302
 2.wav	0.99	119.34477783828298	586.388	1213.33	2992.282	71.16396467231289	75.38327272639296	69.26264426680585	56.96436679183962	60.52336320422229	75.4705692091338	48.0483273746479	29.752683694832093	71.61501522136673	77.29486987174293	80.04959855293195	83.13209024433797	79.54152349270112	61.42420931336899	37.67750310019111	41.640409047633	124.21635841163291	-4.219308054080074	6.12062845958711	14.199597880473263	10.640601468090594	-4.306604536820913	18.295643679815804	-5.6798546503762	-2.7547286811890217	-11.517075022971241	-7.926508271334384	10.190805907997742	21.955	15.861289793398072	11.052127600625957	11.042633741992699	10.670241661312401	48.059660728931064
