file	label	t	f0	F1	F2	F3	H1c	H2c	H4c	A1c	A2c	A3c	H2Ku	H5Ku	H1u	H2u	H4u	A1u	A2u	A3u	B1	B2	B3	H1H2c	H2H4c	H1A1c	H1A2c	H1A3c	H2KH5Ku	H1H2u	H2H4u	H1A1u	H1A2u	H1A3u	CPP	HNR05	HNR15	HNR25	HNR35	intensity
 1.wav	b	0.671	144.0616669274388	265.287	1168.539	2664.004	69.04682630633383	60.08198393572095	52.88505222673783	57.944485637221355	44.71187655475771	65.16751111408294	35.49521892546845	24.942923958318232	72.03024841736192	71.06656112575757	43.974542333928675	71.06656112575757	47.996132273944774	41.142670689352336	62.503431669506575	44.2919007130879	106.26065657418673	8.964842370612878	7.196931708983122	11.102340669112472	24.33494975157612	3.8793151922508855	10.552294967150218	0.9636872916043444	27.0920187918289	0.9636872916043444	24.034116143417144	30.887577728009582	16.584	10.291649835408887	10.139082068793549	10.094369668086731	10.01788992512914	35.736563180185264
 1.wav	b	0.676	144.78433107229822	277.663	1123.478	2662.707	70.06745051451915	59.41974140081317	51.845251310351074	58.64694841381425	51.51901617042321	66.03827047846859	33.54230735103318	24.983428048742702	72.833386835536	72.61765724487853	44.08395222048856	72.61765724487853	56.050455685707725	41.96161975289562	59.815625697396136	44.0466680981294	106.37201068402204	10.647709113705979	7.574490090462099	11.420502100704901	18.548434344095945	4.029180036050562	8.558879302290478	0.21572959065747455	28.533705024389967	0.21572959065747455	16.78293114982828	30.871767082640382	20.33	16.25847124658987	15.866596833955171	15.691130902376319	15.520215671536008	36.71439668565472
 1.wav	b	0.681	145.60202091180886	281.248	1116.329	2629.729	70.84914811144509	59.89269878545266	51.412035949500435	59.3173267576226	52.17382154417065	66.30826667830397	32.598832246517404	26.581388386099864	73.58153177539295	73.5128679965433	43.886475892427086	73.5128679965433	56.99083247038338	42.871875928195834	59.163131770159225	44.09665140487462	104.09453995199529	10.95644932599243	8.480662835952224	11.531821353822487	18.67532656727444	4.540881433141124	6.01744386041754	0.06866377884963981	29.62639210411622	0.06866377884963981	16.590699305009565	30.709655847197112	20.102	21.93026591098541	21.359544774455497	21.01105803038152	20.740769536633028	37.77205195250409
 1.wav	b	0.686	146.36493790388613	280.921	1092.874	2613.991	71.5826543723181	60.63512742897445	51.0279582043643	59.869720681719535	52.50453279097786	67.63969571434328	33.91509346382152	26.572008271334596	74.36042703954419	74.05142539162703	43.53723655014612	74.05142539162703	57.520947327431344	43.99319741513037	59.35792728509916	44.03570025330544	103.12345099078875	10.947526943343654	9.607169224610146	11.712933690598568	19.07812158134024	3.9429586579748275	7.3430851924869245	0.3090016479171567	30.514188841480916	0.3090016479171567	16.839479712112848	30.367229624413824	17.032	25.709977947520617	24.62969278531642	24.126046051407776	23.840476148829268	39.146545562485045
 1.wav	b	0.691	147.04482316714066	280.004	1105.983	2595.522	72.26778706155636	61.28476184359862	51.05651486553045	60.25739311313086	53.2350663322182	69.12339098643024	34.65703522319727	25.348325216374157	75.0893659808342	74.34836989278476	43.3398482027415	74.34836989278476	58.04264852367495	45.98268076658313	59.66910222934336	44.20172710538049	101.93021246436003	10.983025217957739	10.22824697806817	12.010393948425502	19.03272072933816	3.1443960751261244	9.308710006823112	0.7409960880494424	31.00852169004326	0.7409960880494424	17.046717457159254	29.106685214251073	15.63	26.435087900370874	24.695244573780577	24.217808842138894	23.811270307680385	41.023672856714356
 1.wav	b	0.696	147.6539138414554	275.299	1126.44	2611.744	72.78728149022882	62.52045819575217	51.98326627115132	60.73262614420942	54.37199439971256	71.83037183649657	36.11418595302566	28.67849606650616	75.72776348624963	74.4770920692825	43.708423412311	74.4770920692825	58.65262653657084	48.48756948341438	60.81514007309518	44.413795544143596	103.31680740208212	10.266823294476652	10.537191924600847	12.054655346019402	18.41528709051626	0.9569096537322537	7.435689886519501	1.2506714169671227	30.768668656971506	1.2506714169671227	17.075136949678786	27.240194002835246	12.596	26.662819507084063	24.67628068077361	24.09472491228771	23.718585711772747	43.301894717395854
 1.wav	b	0.701	148.37067978987642	270.768	1117.075	2613.654	73.17413958371054	63.72744943274398	52.357669953735154	61.120231224226345	54.91022780792309	73.825301079124	36.84152555541844	29.638073911120383	76.25009121278056	74.55533035775494	43.70587899475055	74.55533035775494	58.968485674010154	49.97029060857169	61.96592231757265	44.435664817446046	103.66254427906563	9.44669015096656	11.369779479008827	12.053908359484197	18.26391177578745	-0.6511614954134615	7.20345164429806	1.6947608550256206	30.84945136300439	1.6947608550256206	17.281605538770407	26.279800604208873	13.263	27.32884527008852	25.514047466575114	24.91706893961334	24.558525833241248	45.73689663878962
 1.wav	b	0.706	149.18288346640966	165.096	1213.575	2596.585	71.08172719857441	81.25029004995642	61.445620136891904	70.98464386221742	53.38772196788051	81.60980812753203	42.803669863765386	30.338251029022274	76.76324106947932	74.80734573154461	42.8155832210932	76.76324106947932	48.142290192014315	51.72493842137782	92.35427442457039	45.304062833882604	102.60374825980038	-10.168562851382006	19.804669913064515	0.09708333635698807	17.694005230693904	-10.528080928957621	12.465418834743112	1.955895337934706	31.991762510451416	0	28.620950877465006	25.0383026481015	14.092	28.107722884802687	25.84508739827324	25.205059227956035	25.015377390077855	48.06848877823536
 1.wav	b	0.711	149.42929979872753	348.741	1726.869	2399.335	75.74395340731962	65.29178198666547	47.56955777267255	58.49398589120064	55.601819299076716	59.90851687458485	57.87141103693021	41.78503763592669	77.54093645745955	76.22256092181752	42.94055439303926	76.22256092181752	58.182959070234105	56.15326663623272	47.43239212786877	55.35701824276668	88.6767877949984	10.452171420654153	17.722224213992916	17.249967516118986	20.142134108242907	15.835436532734775	16.08637340100352	1.3183755356420335	33.28200652877826	1.3183755356420335	19.357977387225446	21.38766982122683	13.289	25.30642790307195	23.965482984111958	24.57883269893206	25.15880854859562	50.18295486502548
 1.wav	b	0.716	148.5481080838992	568.728	1725.852	2363.802	78.23922512484413	76.06886127052326	49.107135666729995	51.689809631130096	56.64936788773465	60.44710199938041	67.96215897802081	51.399129725815826	78.91561175877817	79.08493948255426	68.84549341104606	75.6169975741735	68.36539524171734	66.39020856732506	40.68058180878835	55.19280623156751	86.13427960455547	2.1703638543208683	26.961725603793262	26.54941549371403	21.589857237109477	17.792123125463718	16.563029252204984	-0.1693277237760924	10.239446071508198	3.2986141846046735	10.550216517060832	12.525403191453108	12.598	3.4930216702579635	1.0688166148562486	0.4286389258448125	0.3168018018562111	52.007225649431696
 1.wav	b	0.721	146.7094862897192	670.185	1680.967	2285.782	79.42245743505734	79.56128811062797	67.12889439127923	57.9904679825811	55.172575643051104	59.30225026352428	70.35513806110178	52.856070649843005	79.91469140362543	81.67386878626479	80.65436531924982	83.64733994236991	70.72759024804225	69.45533746532043	41.63787439041989	53.558270316571694	80.82078468434966	-0.138830675570631	12.432393719348738	21.431989452476238	24.249881792006235	20.12020717153306	17.49906741125878	-1.7591773826393649	1.019503467014971	-3.7326485387444848	9.187101155583179	10.459353938305	11.98	1.2570468105843675	2.394905581046019	0.9920785690428923	0.7781671720026164	53.548779234085025
 1.wav	b	0.726	0	670.185	1680.967	2285.782	0	0	0	-30.091070271567126	-19.987804837391717	-14.588952700042729	0	0	0	0	0	0	0	0	24.979807472597656	32.131209881864756	48.48680848280365	0	0	30.091070271567126	19.987804837391717	14.588952700042729	0	0	0	0	0	0	0	0	0	0	0	0
 1.wav	b	0.731	0	670.185	1680.967	2285.782	0	0	0	-30.091070271567126	-19.987804837391717	-14.588952700042729	0	0	0	0	0	0	0	0	24.979807472597656	32.131209881864756	48.48680848280365	0	0	30.091070271567126	19.987804837391717	14.588952700042729	0	0	0	0	0	0	0	0	0	0	0	0
 1.wav	b	0.736	0	670.185	1680.967	2285.782	0	0	0	-30.091070271567126	-19.987804837391717	-14.588952700042729	0	0	0	0	0	0	0	0	24.979807472597656	32.131209881864756	48.48680848280365	0	0	30.091070271567126	19.987804837391717	14.588952700042729	0	0	0	0	0	0	0	0	0	0	0	0
 1.wav	b	0.741	0	670.185	1680.967	2285.782	0	0	0	-30.091070271567126	-19.987804837391717	-14.588952700042729	0	0	0	0	0	0	0	0	24.979807472597656	32.131209881864756	48.48680848280365	0	0	30.091070271567126	19.987804837391717	14.588952700042729	0	0	0	0	0	0	0	0	0	0	0	0
 1.wav	b	0.746	0	670.185	1680.967	2285.782	0	0	0	-30.091070271567126	-19.987804837391717	-14.588952700042729	0	0	0	0	0	0	0	0	24.979807472597656	32.131209881864756	48.48680848280365	0	0	30.091070271567126	19.987804837391717	14.588952700042729	0	0	0	0	0	0	0	0	0	0	0	0
1.wav	a	0.693	0	598.317	1718.212	2347.37	0	0	0	-28.885243189271097	-17.270751993998644	-11.625627455276817	0	0	0	0	0	0	0	0	24.517497502399465	32.80340078581068	50.785211321690475	0	0	28.885243189271097	17.270751993998644	11.625627455276817	0	0	0	0	0	0	0	0	0	0	0	0
 1.wav	a	0.698	0	598.317	1718.212	2347.37	0	0	0	-28.885243189271097	-17.270751993998644	-11.625627455276817	0	0	0	0	0	0	0	0	24.517497502399465	32.80340078581068	50.785211321690475	0	0	28.885243189271097	17.270751993998644	11.625627455276817	0	0	0	0	0	0	0	0	0	0	0	0
 1.wav	a	0.703	0	598.317	1718.212	2347.37	0	0	0	-28.885243189271097	-17.270751993998644	-11.625627455276817	0	0	0	0	0	0	0	0	24.517497502399465	32.80340078581068	50.785211321690475	0	0	28.885243189271097	17.270751993998644	11.625627455276817	0	0	0	0	0	0	0	0	0	0	0	0
 1.wav	a	0.708	0	598.317	1718.212	2347.37	0	0	0	-28.885243189271097	-17.270751993998644	-11.625627455276817	0	0	0	0	0	0	0	0	24.517497502399465	32.80340078581068	50.785211321690475	0	0	28.885243189271097	17.270751993998644	11.625627455276817	0	0	0	0	0	0	0	0	0	0	0	0
 1.wav	a	0.713	0	598.317	1718.212	2347.37	0	0	0	-28.885243189271097	-17.270751993998644	-11.625627455276817	0	0	0	0	0	0	0	0	24.517497502399465	32.80340078581068	50.785211321690475	0	0	28.885243189271097	17.270751993998644	11.625627455276817	0	0	0	0	0	0	0	0	0	0	0	0
 1.wav	a	0.718	147.8939817209671	598.317	1718.212	2347.37	78.84430945622273	77.54468330351972	50.355130395955726	54.83444810181365	57.42413536476428	61.07641764781322	69.82205815414653	52.978261737751765	79.4550321001571	80.23050610388364	74.3555630695654	79.25877526111117	70.23552294121043	68.23966804249768	40.99927171814366	54.8553351321845	84.92533457126112	1.2996261527030128	27.189552907563993	24.009861354409082	21.42017409145845	17.76789180840951	16.843796416394767	-0.7754740037265435	5.874943034318235	0.1962568390459296	9.219509158946664	11.215364057659414	11.774	1.6433359274066879	-0.27624987294427233	-0.7258662979141766	-0.8224009535847661	52.65561919047562
 1.wav	a	0.723	145.89215299340694	754.561	1423.956	2269.841	79.41564755387894	80.44351274837993	75.31287026157469	51.22001771258907	47.49279285646233	60.785043385001	69.28035781089169	51.33319864939629	79.83797450635264	82.22112381474973	84.77662561709367	79.14912419417747	68.90730812277656	68.24194376344055	42.20313527764691	47.58936145804715	79.68105058990918	-1.0278651945009898	5.130642486805243	28.195629841289872	31.92285469741661	18.630604168877937	17.9471591614954	-2.383149308397094	-2.55550180234394	0.6888503121751626	10.930666383576082	11.596030742912092	14.083	1.005498121364652	0.1870001340947547	-0.5297389624372266	-0.6549983866397135	54.077971596511944
 1.wav	a	0.728	144.22217922993843	635.366	1201.914	2681.276	78.57382817852667	79.18438497789028	71.88928564293737	62.12187671227401	62.158837823804866	72.01120454258847	63.37753678921445	47.237615277893205	79.15823592360157	81.69793213325448	88.78373527587237	88.78605507030919	82.5920977167153	63.769318851739314	41.012907699257475	44.59055842838519	107.63748443072001	-0.6105567993636072	7.2950993349529085	16.45195146625266	16.4149903547218	6.562623635938195	16.139921511321248	-2.5396962096529165	-7.085803142617891	-9.627819146707623	-3.433861793113735	15.388917071862252	16.549	-1.919804234128706	-1.4271057244184318	-1.7835267105236141	-1.8634224321752884	55.23617649851927
 1.wav	a	0.733	143.7403925950962	675.981	1251.498	2876.206	78.6572446692806	79.07614300954799	76.9781845148629	62.82154972445059	62.72636994434767	80.24685085385337	58.899711522343914	48.07109582712401	79.17378721511669	81.27564898462742	90.03767476421126	90.10246342035978	83.95687929873377	70.69515153180981	41.35308239684682	45.004301542332364	123.21285491172989	-0.4188983402673898	2.0979584946850878	15.83569494483001	15.930874724932934	-1.589606184572773	10.828615695219902	-2.101861769510734	-8.762025779583837	-10.928676205243093	-4.783092083617078	8.478635683306877	14.845	-1.024055669399326	-3.1439488632590704	-3.3925891044516265	-3.441287521955343	56.145932895774976
 1.wav	a	0.738	144.62183468104948	702.593	1297.84	2918.67	79.0256754352159	79.15486087622605	79.04332276977318	65.37879818836039	62.48776742569909	80.4855180886469	58.18992371348166	47.89036901976347	79.50972284015516	81.20709028235933	90.70120404843107	92.94392616179934	83.9732516615719	71.70986544315448	41.67887907389316	45.626951523263685	127.10811523284802	-0.12918544101015073	0.1115381064528691	13.64687724685551	16.537908009516812	-1.4598426534309965	10.299554693718193	-1.6973674422041682	-9.494113766071735	-13.434203321644176	-4.46352882141673	7.799857397000679	14.617	-0.039874815591979564	-0.6147687202896348	-0.7168666350578765	-0.81266561179275	56.84593265363048
 1.wav	a	0.743	146.2721759158818	721.95	1325.627	2923.319	79.27514397311367	78.99384593252043	78.6919584183141	66.45313633506419	64.79002359425431	80.96042737491985	60.01787858086077	49.546623017623716	79.74518517689714	80.9826516782865	89.77577684451123	94.22806802266348	86.50466133158714	73.03206938386452	42.01781517865566	46.17870810648052	128.08229593592347	0.28129804059324215	0.301887514206328	12.822007638049485	14.485120378859364	-1.6852834018061742	10.471255563237051	-1.2374665013893633	-8.793125166224726	-14.48288284576634	-6.759476154690006	6.713115793032614	21.108	6.218810030451744	3.5855986876883272	3.5614814424776653	3.3991525953024477	57.36196309805912
 1.wav	a	0.748	147.78933062473303	735.761	1330.706	2935.301	79.29984287447937	78.83293648210157	78.2918434257316	66.59998652767747	66.79582126452743	84.09540906913406	61.4914898898838	51.59073524221622	79.76497576550832	80.7986779835759	89.13252985665223	94.59626652128307	88.87131463351531	76.36938750783885	42.29277552306255	46.436419282082824	129.64807466962003	0.4669063923777941	0.5410930563699736	12.699856346801894	12.504021609951934	-4.795566194654697	9.900754647667583	-1.0337022180675746	-8.333851873076327	-14.831290755774745	-9.106338868006986	3.3955882576694734	23.557	14.658724005678847	8.304239169758437	8.283234281170198	7.9950057549504265	57.73056819195239
 1.wav	a	0.753	148.67882753735938	745.541	1335.059	2929.858	79.27680137532704	78.73764994408312	77.52013967392642	66.32267096653165	68.12744756532454	85.44877863636958	62.0140571162876	53.12843529965818	79.737344767862	80.68218455087454	88.15580863831667	94.47591645799781	90.44939224748644	78.10728599622429	42.46355206852716	46.60657148081138	129.48968635281392	0.5391514312439227	1.2175102701566942	12.954130408795393	11.149353810002495	-6.171977261042542	8.885621816629424	-0.9448397830125401	-7.473624087442133	-14.738571690135814	-10.712047479624445	1.6300587716377066	25.983	23.28588472559074	13.70825364349881	13.55993622635237	12.615506211344902	57.977149014264796
