Speaker,Filename,id,trial_number,tune,seg_Start,seg_End,Label,t,t_ms,f0,F0_semitones,H1H2c,CPP,H1A3c,keep_pulse,pulse_id,pulse_transform,f0_transformed,file_checked,tags,notes
demoSpeaker,115_115_rfr,115,115,rfr,1.19,1.67,ran,17,1.36,90.246,-5.37538531177058,-4.793,12.325,1.373,TRUE,573,1,90.246,TRUE,"",""
demoSpeaker,115_115_rfr,115,115,rfr,1.19,1.67,ran,18,1.37,90.714,-5.28583852338183,-1.616,10.417,4.361,TRUE,574,1,90.714,TRUE,"",""
demoSpeaker,115_115_rfr,115,115,rfr,1.19,1.67,ran,19,1.38,91.51,-5.13458829636753,-3.282,14.97,-0.204,TRUE,575,1,91.51,TRUE,"",""
demoSpeaker,115_115_rfr,115,115,rfr,1.19,1.67,ran,20,1.39,92.632,-4.92361321821157,-6.889,11.194,1.111,TRUE,576,1,92.632,TRUE,"",""
demoSpeaker,115_115_rfr,115,115,rfr,1.19,1.67,ran,21,1.4,94.082,-4.65471642018538,-4.834,14.384,2.697,TRUE,577,1,94.082,TRUE,"",""
demoSpeaker,115_115_rfr,115,115,rfr,1.19,1.67,ran,22,1.41,95.327,-4.42712243750269,-3.684,8.395,11.654,TRUE,578,1,95.327,TRUE,"",""
demoSpeaker,115_115_rfr,115,115,rfr,1.19,1.67,ran,23,1.42,96.329,-4.24609890342453,-4.066,12.088,5.06,TRUE,579,1,96.329,TRUE,"",""
demoSpeaker,115_115_rfr,115,115,rfr,1.19,1.67,ran,24,1.43,97.208,-4.08884058148435,-4.882,16.604,-6.273,TRUE,580,1,97.208,TRUE,"",""
demoSpeaker,115_115_rfr,115,115,rfr,1.19,1.67,ran,25,1.44,98.91,-3.78834452006056,-3.376,18.22,-8.793,TRUE,581,1,98.91,TRUE,"",""
demoSpeaker,115_115_rfr,115,115,rfr,1.19,1.67,ran,26,1.45,98.951,-3.78116972593462,-0.77,13.796,-2.438,TRUE,582,1,98.951,TRUE,"",""
demoSpeaker,115_115_rfr,115,115,rfr,1.19,1.67,ran,27,1.46,98.836,-3.80130167981208,0.559,18.299,1.499,TRUE,583,1,98.836,TRUE,"",""
demoSpeaker,115_115_rfr,115,115,rfr,1.19,1.67,ran,28,1.47,99.165,-3.74376898792342,1.23,20.067,3.468,TRUE,584,1,99.165,TRUE,"",""
demoSpeaker,115_115_rfr,115,115,rfr,1.19,1.67,ran,29,1.48,99.676,-3.65478708312348,0.113,14.608,3.761,TRUE,585,1,99.676,TRUE,"",""
demoSpeaker,115_115_rfr,115,115,rfr,1.19,1.67,ran,30,1.49,100.055,-3.58908486442761,1.263,12.104,7.123,TRUE,586,1,100.055,TRUE,"",""
demoSpeaker,115_115_rfr,115,115,rfr,1.19,1.67,ran,31,1.5,101.202,-3.3917504160434,3.045,14.065,7.755,TRUE,587,1,101.202,TRUE,"",""
demoSpeaker,115_115_rfr,115,115,rfr,1.19,1.67,ran,32,1.51,101.771,-3.29468580603347,3.449,10.983,7.539,TRUE,588,1,101.771,TRUE,"",""
demoSpeaker,115_115_rfr,115,115,rfr,1.19,1.67,ran,33,1.52,106.647,-2.48448343854112,7.253,13.305,8.675,TRUE,589,1,106.647,TRUE,"",""
demoSpeaker,115_115_rfr,115,115,rfr,1.19,1.67,ran,34,1.53,113.994,-1.33110934127994,15.988,10.88,39.523,TRUE,590,1,113.994,TRUE,"",""
demoSpeaker,115_115_rfr,115,115,rfr,1.19,1.67,ran,35,1.54,119.058,-0.578629259939639,10.838,11.265,7.858,TRUE,591,1,119.058,TRUE,"",""
demoSpeaker,115_115_rfr,115,115,rfr,1.19,1.67,ran,36,1.55,122.892,-0.0299120044004673,11.956,12.298,10.976,TRUE,592,1,122.892,TRUE,"",""
demoSpeaker,115_115_rfr,115,115,rfr,1.19,1.67,ran,37,1.56,126.17,0.425822947078381,29.626,11.722,46.023,TRUE,593,1,126.17,TRUE,"",""
demoSpeaker,115_115_rfr,115,115,rfr,1.19,1.67,ran,38,1.57,132.682,1.29706793456046,25.929,12.455,46.808,TRUE,594,1,132.682,TRUE,"",""
demoSpeaker,115_115_rfr,115,115,rfr,1.19,1.67,ran,39,1.58,145.956,2.94779819107148,12.175,13.326,16.435,TRUE,595,1,145.956,TRUE,"",""
demoSpeaker,115_115_rfr,115,115,rfr,1.19,1.67,ran,40,1.59,138.19,2.00123460730728,26.896,12.554,34.076,TRUE,596,1,138.19,TRUE,"",""
demoSpeaker,115_115_rfr,115,115,rfr,1.19,1.67,ran,41,1.6,131.775,1.17831627064365,16.732,14.487,40.309,TRUE,597,1,131.775,TRUE,"",""
demoSpeaker,115_115_rfr,115,115,rfr,1.19,1.67,ran,42,1.61,132.649,1.29276156071694,10.444,9.185,13.925,TRUE,598,1,132.649,TRUE,"",""
demoSpeaker,115_115_rfr,115,115,rfr,1.19,1.67,ran,43,1.62,129.132,0.82755464939061,19.152,9.686,26.76,TRUE,599,1,129.132,TRUE,"",""
demoSpeaker,115_115_rfr,115,115,rfr,1.19,1.67,ran,44,1.63,124.21,0.154771900674651,19.658,9.962,40.561,TRUE,600,1,124.21,TRUE,"",""
demoSpeaker,115_115_rfr,115,115,rfr,1.19,1.67,ran,45,1.64,122.345,-0.107142324074552,17.058,8.354,40.086,TRUE,601,1,122.345,TRUE,"",""
demoSpeaker,115_115_rfr,115,115,rfr,1.19,1.67,ran,46,1.65,121.91,-0.168806372510253,19.305,9.983,34.537,TRUE,602,1,121.91,TRUE,"",""
demoSpeaker,115_115_rfr,115,115,rfr,1.19,1.67,ran,47,1.66,122.275,-0.11705045805726,23.416,12.815,32.219,TRUE,603,1,122.275,TRUE,"",""
demoSpeaker,115_115_rfr,115,115,rfr,1.19,1.67,ran,48,1.67,120.2,-0.413361281576511,20.086,10.228,33.241,TRUE,604,1,120.2,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.45,0.73,only,4,0.49,153.258,3.79294457295147,2.327,17.464,14.478,TRUE,605,1,153.258,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.45,0.73,only,5,0.5,152.873,3.74939945923928,1.845,12.275,11.203,TRUE,606,1,152.873,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.45,0.73,only,6,0.51,152.195,3.67244752604268,5.108,17.75,15.75,TRUE,607,1,152.195,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.45,0.73,only,7,0.52,149.651,3.38061899701615,16.972,14.995,20.85,TRUE,608,1,149.651,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.45,0.73,only,8,0.53,135.844,1.70480611260537,10.785,13.122,26.911,TRUE,609,1,135.844,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.45,0.73,only,9,0.54,111.165,-1.76617246317665,3.913,11.041,11.648,TRUE,610,1,111.165,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.45,0.73,only,10,0.55,113.657,-1.38236554491693,6.112,14.096,26.241,TRUE,611,1,113.657,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.45,0.73,only,11,0.56,114.897,-1.19451048359248,6.31,15.44,28.409,TRUE,612,1,114.897,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.45,0.73,only,12,0.57,112.141,-1.61483795435985,5.373,19.124,14.099,TRUE,613,1,112.141,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.45,0.73,only,13,0.58,107.457,-2.35349043794181,4.757,12.861,18.066,TRUE,614,1,107.457,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.45,0.73,only,14,0.59,107.897,-2.28274700698207,4.005,9.869,8.203,TRUE,615,1,107.897,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.45,0.73,only,15,0.6,107.36,-2.36912511435688,2.377,12.112,3.811,TRUE,616,1,107.36,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.45,0.73,only,16,0.61,104.592,-2.82133394536268,0.278,11.814,8.281,TRUE,617,1,104.592,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.45,0.73,only,17,0.62,102.934,-3.09796888535317,1.378,9.383,1.526,TRUE,618,1,102.934,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.45,0.73,only,18,0.63,103.394,-3.02077442003379,3.402,7.107,12.918,TRUE,619,1,103.394,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.45,0.73,only,19,0.64,104.632,-2.814714306812,4.053,14.847,9.285,TRUE,620,1,104.632,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.45,0.73,only,20,0.65,104.5,-2.8365687264918,5.523,13.069,7.832,TRUE,621,1,104.5,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.45,0.73,only,21,0.66,102.314,-3.202561220012,4.807,9.669,3.614,TRUE,622,1,102.314,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.45,0.73,only,22,0.67,99.798,-3.63361033023121,1.652,8.83,3.982,TRUE,623,1,99.798,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.45,0.73,only,23,0.68,98.601,-3.84251383291961,-1.202,14.694,5.037,TRUE,624,1,98.601,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.45,0.73,only,24,0.69,97.936,-3.95966989372866,-1.282,10.897,5.016,TRUE,625,1,97.936,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.45,0.73,only,25,0.7,96.926,-4.13913659817593,1.127,12.347,7.738,TRUE,626,1,96.926,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.45,0.73,only,26,0.71,95.316,-4.4291202632357,1.181,11.1,9.105,TRUE,627,1,95.316,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.45,0.73,only,27,0.72,96.982,-4.12913710259627,-1.639,10.193,3.436,TRUE,628,1,96.982,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.45,0.73,only,28,0.73,98.079,-3.93440993781338,0.371,16.493,5.564,TRUE,629,1,98.079,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,1,0.74,100.13,-3.57611260778948,3.743,9.994,6.921,TRUE,630,1,100.13,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,2,0.75,102.006,-3.25475586478537,11.331,13.177,13.304,TRUE,631,1,102.006,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,3,0.76,101.931,-3.26748945991854,12.531,13.39,13.254,TRUE,632,1,101.931,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,9,0.82,115.165,-1.15417605765343,12.126,14.79,15.46,TRUE,633,1,115.165,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,10,0.83,114.992,-1.18020207875159,17.892,12.92,23.196,TRUE,634,1,114.992,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,11,0.84,112.546,-1.55242664002244,7.212,13.975,9.214,TRUE,635,1,112.546,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,12,0.85,105.292,-2.70585412529788,2.04,10.318,6.636,TRUE,636,1,105.292,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,13,0.86,100.594,-3.49607294839573,-1.081,14.212,3.557,TRUE,637,1,100.594,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,14,0.87,97.093,-4.10933372757112,-5.351,8.396,-11.151,TRUE,638,1,97.093,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,15,0.88,96.272,-4.25634603024919,-0.365,11.732,-8.875,TRUE,639,1,96.272,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,16,0.89,96.484,-4.21826454210976,0.278,10.38,1.761,TRUE,640,1,96.484,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,17,0.9,94.791,-4.5247401179833,-3.434,14.061,-4.537,TRUE,641,1,94.791,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,18,0.91,93.746,-4.71665556248293,-5.234,8.872,0.132,TRUE,642,1,93.746,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,19,0.92,92.763,-4.89914743454188,-2.103,13.534,0.93,TRUE,643,1,92.763,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,20,0.93,92.114,-5.02069587087624,-2.351,9.988,7.982,TRUE,644,1,92.114,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,21,0.94,92.075,-5.02802726731388,-4.242,9.585,5.257,TRUE,645,1,92.075,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,22,0.95,92.653,-4.91968889458191,-2.921,11.623,9.16,TRUE,646,1,92.653,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,23,0.96,93.578,-4.74770843325463,-3.275,11.527,9.639,TRUE,647,1,93.578,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,24,0.97,95.263,-4.43874938364938,-4.095,11.668,12.339,TRUE,648,1,95.263,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,25,0.98,98.905,-3.78921969840873,-3.13,10.86,14.244,TRUE,649,1,98.905,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,26,0.99,104.397,-2.85364097946856,0.687,6.402,14.54,TRUE,650,1,104.397,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,27,1,110.257,-1.90816100344415,5.1,15.128,14.272,TRUE,651,1,110.257,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,28,1.01,115.158,-1.15522837447348,6.491,11.089,12.576,TRUE,652,1,115.158,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,29,1.02,121.743,-0.192538165795562,9.825,16.414,14.784,TRUE,653,1,121.743,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,30,1.03,129.669,0.899399350034449,14.037,9.699,15.771,FALSE,654,1,129.669,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,31,1.04,135.981,1.72225697877328,11.825,11.88,12.609,FALSE,655,1,135.981,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,32,1.05,141.592,2.42227302492149,10.154,15.358,13.149,FALSE,656,1,141.592,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,33,1.06,146.017,2.95503209821561,8.698,16.229,11.445,FALSE,657,1,146.017,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,34,1.07,147.498,3.12974067433668,11.101,13.313,12.961,FALSE,658,1,147.498,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,35,1.08,151.724,3.6187877094525,10.337,16.185,11.099,FALSE,659,1,151.724,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,36,1.09,152.434,3.69961270221584,8.091,12.909,8.099,FALSE,660,1,152.434,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,37,1.1,148.18,3.2096048316524,9.176,16.541,9.691,FALSE,661,1,148.18,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,38,1.11,144.226,2.74137116323465,7.679,18.372,6.827,FALSE,662,1,144.226,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,39,1.12,141.993,2.47123367632252,4.693,20.311,-3.571,FALSE,663,1,141.993,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,40,1.13,138.562,2.04777587559942,8.037,11.258,-1.564,FALSE,664,1,138.562,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,41,1.14,133.031,1.34254565153848,11.526,12.898,8.314,FALSE,665,1,133.031,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,42,1.15,131.359,1.12357655898149,14.775,14.043,16.519,FALSE,666,1,131.359,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,43,1.16,126.893,0.524745794201829,13.285,10.859,10.962,FALSE,667,1,126.893,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,44,1.17,122.638,-0.0657311389525153,14.833,11.954,15.613,FALSE,668,1,122.638,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,45,1.18,120.604,-0.355270949850563,13.47,9.426,12.595,FALSE,669,1,120.604,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,46,1.19,118.84,-0.610357910734111,13.088,8.172,12.018,FALSE,670,1,118.84,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,47,1.2,115.687,-1.07588297690703,14.157,12.2,5.682,FALSE,671,1,115.687,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,48,1.21,113.52,-1.40324610003247,12.43,13.019,1.823,FALSE,672,1,113.52,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,49,1.22,111.15,-1.76850865378686,11.849,6.845,7.405,FALSE,673,1,111.15,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,50,1.23,109.699,-1.9959995413107,10.794,10.398,8.509,FALSE,674,1,109.699,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,51,1.24,107.508,-2.34527580410291,4.957,13.052,3.98,FALSE,675,1,107.508,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,52,1.25,104.874,-2.77471938292377,-3.594,11.181,5.016,FALSE,676,1,104.874,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,53,1.26,102.753,-3.12843784486582,-2.345,14.109,6.624,FALSE,677,1,102.753,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,0.73,1.27,harmony,54,1.27,100.706,-3.47680834496768,5.559,13.004,12.106,FALSE,678,1,100.706,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,1,1.28,98.835,-3.80147684299222,5.417,11.553,11.89,FALSE,679,1,98.835,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,2,1.29,97.543,-4.02928104356606,0.929,10.971,4.686,TRUE,680,1,97.543,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,4,1.31,94.294,-4.61574948455111,-2.6,10.964,4.437,TRUE,681,1,94.294,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,5,1.32,95.934,-4.31723463016501,-0.242,9.046,7.876,TRUE,682,1,95.934,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,6,1.33,95.419,-4.41042237093619,-2.246,10.146,7.244,TRUE,683,1,95.419,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,7,1.34,95.186,-4.45274841005978,-4.125,10.179,6.388,TRUE,684,1,95.186,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,8,1.35,95.549,-4.38685188151976,-1.752,8.655,6.64,TRUE,685,1,95.549,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,9,1.36,95.823,-4.33727739271448,-3.138,11.063,6.407,TRUE,686,1,95.823,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,10,1.37,96.593,-4.19871746696404,-3.746,13.546,3.773,TRUE,687,1,96.593,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,11,1.38,96.932,-4.13806494734927,-2.952,11.328,4.011,TRUE,688,1,96.932,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,12,1.39,95.954,-4.31362578739144,-1.315,10.535,4.475,TRUE,689,1,95.954,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,13,1.4,94.953,-4.49517818357744,-2.526,8.092,-0.535,TRUE,690,1,94.953,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,14,1.41,94.833,-4.51707106435615,-4.515,7.716,-1.665,TRUE,691,1,94.833,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,15,1.42,95.072,-4.47349504938246,-4.785,9.43,0.101,TRUE,692,1,95.072,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,16,1.43,95.047,-4.47804807685222,-2.7,11.914,2.82,TRUE,693,1,95.047,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,17,1.44,94.423,-4.59208132247628,-2.798,9.572,1.578,TRUE,694,1,94.423,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,18,1.45,94.745,-4.53314345748827,-4.365,15.322,4.398,TRUE,695,1,94.745,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,19,1.46,94.18,-4.63669250116475,-3.718,16.886,4.733,TRUE,696,1,94.18,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,20,1.47,94.864,-4.5114127507298,-2.538,10.058,4.358,TRUE,697,1,94.864,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,21,1.48,94.575,-4.56423471751822,-2.677,8.948,3.764,TRUE,698,1,94.575,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,22,1.49,94.679,-4.54520755199184,4.389,12.747,2.228,TRUE,699,1,94.679,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,23,1.5,95.456,-4.40371057938488,-3.254,19.461,4.779,TRUE,700,1,95.456,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,24,1.51,96.702,-4.17919243720639,-1.035,12.235,8.001,TRUE,701,1,96.702,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,25,1.52,97.998,-3.94871349875641,-1.067,12.291,7.018,TRUE,702,1,97.998,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,26,1.53,99.411,-3.70087520479403,-0.89,13.792,8.465,TRUE,703,1,99.411,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,27,1.54,100.872,-3.44829482492987,0.197,11.464,6.358,TRUE,704,1,100.872,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,28,1.55,102.492,-3.1724683771925,2.041,18.873,11.455,TRUE,705,1,102.492,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,29,1.56,104.549,-2.82845288092852,3.558,15.067,12.023,TRUE,706,1,104.549,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,30,1.57,106.985,-2.42970160839899,3.801,9.579,7.897,TRUE,707,1,106.985,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,31,1.58,109.167,-2.08016230099085,4.197,11.852,7.958,TRUE,708,1,109.167,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,32,1.59,110.459,-1.87647237411506,4.752,10.401,6.353,TRUE,709,1,110.459,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,33,1.6,111.312,-1.74329446300152,3.301,9.451,8.194,TRUE,710,1,111.312,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,34,1.61,112.334,-1.58506820237836,4.14,14.598,9.031,TRUE,711,1,112.334,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,35,1.62,113.219,-1.44921099842951,5.336,14.978,14.07,TRUE,712,1,113.219,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,36,1.63,114.728,-1.21999365024413,6.867,11.344,11.609,TRUE,713,1,114.728,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,37,1.64,116.217,-0.996750608036461,8.912,11.283,12.11,TRUE,714,1,116.217,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,38,1.65,117.112,-0.863937106658366,11.025,12.432,11.541,TRUE,715,1,117.112,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,39,1.66,118.352,-0.681595002035344,12.296,11.731,12.829,TRUE,716,1,118.352,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,40,1.67,120.558,-0.361875370714785,12.329,11.425,14.45,TRUE,717,1,120.558,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,41,1.68,123.866,0.106758800286429,12.811,12.182,14.032,TRUE,718,1,123.866,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,42,1.69,127.088,0.551329728110427,15.596,12.271,16.347,TRUE,719,1,127.088,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,43,1.7,130.139,0.962036442862604,21.44,11.663,19.357,TRUE,720,1,130.139,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,44,1.71,132.454,1.26729291641998,14.614,12.86,17.461,TRUE,721,1,132.454,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,45,1.72,133.554,1.4104741973528,8.794,10.877,8.31,TRUE,722,1,133.554,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,46,1.73,133.705,1.43003697123323,7.902,14.263,8.307,TRUE,723,1,133.705,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,47,1.74,131.729,1.17227182600023,19.496,14.364,13.215,TRUE,724,1,131.729,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,48,1.75,129.67,0.899532861311118,27.397,11.982,39.862,TRUE,725,1,129.67,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,49,1.76,128.843,0.788765863695703,20.939,13.293,31.788,TRUE,726,1,128.843,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,50,1.77,137.4,1.90198001570646,11.196,10.936,24.029,TRUE,727,1,137.4,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,51,1.78,118.676,-0.634265557306816,16.208,14.33,27.948,TRUE,728,1,118.676,TRUE,"",""
demoSpeaker,120_50_rfr,120,50,rfr,1.27,1.95,moved,52,1.79,116.528,-0.950484169684943,17.212,11.321,25.89,TRUE,729,1,116.528,TRUE,"",""
