Speaker,Filename,id,trial_number,tune,seg_Start,seg_End,Label,t,t_ms,f0,F0_semitones,H1H2c,CPP,H1A3c,keep_pulse,pulse_id,pulse_transform,f0_transformed,file_checked,tags,notes
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,4,0.47,122.956,-0.0208983877232391,3.362,15.52,-18.104,TRUE,1,1,122.956,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,5,0.48,122.402,-0.0990784587294458,6.429,17.711,5.31,TRUE,2,1,122.402,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,6,0.49,121.764,-0.189552139511264,9.899,9.816,5.07,TRUE,3,1,121.764,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,7,0.5,120.355,-0.391051097648359,9.62,13.217,16.549,TRUE,4,1,120.355,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,8,0.51,118.319,-0.686422862144055,8.548,16.659,7.323,TRUE,5,1,118.319,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,9,0.52,116.896,-0.895897267063214,8.604,13.183,9.923,TRUE,6,1,116.896,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,10,0.53,116.118,-1.01150449197394,9.853,8.79,10.636,TRUE,7,1,116.118,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,11,0.54,115.261,-1.13975073426751,7.971,12.218,17.321,TRUE,8,1,115.261,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,12,0.55,112.628,-1.53981761781749,4.876,17.551,12.983,TRUE,9,1,112.628,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,13,0.56,111.407,-1.72852542716391,3.158,21.394,18.229,TRUE,10,1,111.407,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,14,0.57,109.843,-1.97328883093942,2.395,20.314,14.232,TRUE,11,1,109.843,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,15,0.58,107.833,-2.29301901202456,-1.814,19.702,6.297,TRUE,12,1,107.833,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,16,0.59,106.782,-2.46258232596566,-8.034,19.311,-3.551,TRUE,13,1,106.782,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,17,0.6,106.969,-2.43229092618101,-5.999,8.523,3.367,TRUE,14,1,106.969,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,18,0.61,106.59,-2.49373890013054,0.079,13.102,9.063,TRUE,15,1,106.59,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,19,0.62,105.645,-2.64791017143315,3.155,15.351,8.026,TRUE,16,1,105.645,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,20,0.63,104.419,-2.84999306463249,3.545,9.823,7.808,TRUE,17,1,104.419,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,21,0.64,103.458,-3.01006154486934,3.399,13.168,8.235,TRUE,18,1,103.458,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,22,0.65,102.554,-3.1619988713925,1.614,12.138,8.618,TRUE,19,1,102.554,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,23,0.66,101.077,-3.41314702999538,0.525,13.713,7.203,TRUE,20,1,101.077,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,24,0.67,99.713,-3.64836188809761,1.05,12.878,7.848,TRUE,21,1,99.713,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,25,0.68,99.689,-3.6525293104282,1.98,9.734,11.497,TRUE,22,1,99.689,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.43,0.69,only,26,0.69,100.174,-3.56850673877197,3.644,15.823,8.999,TRUE,23,1,100.174,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,1,0.7,100.333,-3.54104971517675,4.33,9.696,9.353,TRUE,24,1,100.333,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,2,0.71,100.625,-3.49073863543864,5.861,12.68,9.07,TRUE,25,1,100.625,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,3,0.72,100.103,-3.5807815004903,5.913,12.192,8.955,TRUE,26,1,100.103,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,4,0.73,99.041,-3.76543059757108,9.56,12.701,8.503,TRUE,27,1,99.041,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,5,0.74,114.655,-1.23101278329658,16.877,14.392,29.455,TRUE,28,1,114.655,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,6,0.75,107.52,-2.34334351541396,11.2,9.843,28.436,TRUE,29,1,107.52,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,7,0.76,105.475,-2.67579098347853,17.309,10.888,32.135,TRUE,30,1,105.475,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,8,0.77,105.999,-2.58999618144129,16.606,12.261,40.073,TRUE,31,1,105.999,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,9,0.78,106.625,-2.48805513564291,14.921,12.123,37.686,TRUE,32,1,106.625,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,10,0.79,110.202,-1.91679915155098,10.547,10.506,30.116,TRUE,33,1,110.202,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,11,0.8,111.708,-1.68181393175506,7.411,14.241,29.41,TRUE,34,1,111.708,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,12,0.81,108.934,-2.11715229066442,4.772,11.629,9.296,TRUE,35,1,108.934,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,13,0.82,106.463,-2.51437852973194,2.888,9.576,-4.915,TRUE,36,1,106.463,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,14,0.83,104.887,-2.7725735080789,-0.773,19.752,-7.609,TRUE,37,1,104.887,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,15,0.84,103.549,-2.99484058049487,-2.86,17.343,-6.352,TRUE,38,1,103.549,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,16,0.85,103.348,-3.02847839576888,-1.45,17.72,-7.188,TRUE,39,1,103.348,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,17,0.86,104.914,-2.76811754079725,3.455,19.156,-2.118,TRUE,40,1,104.914,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,18,0.87,108.794,-2.13941610609217,7.115,20.418,-1.305,TRUE,41,1,108.794,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,19,0.88,109.124,-2.08698283551337,5.019,21.031,1.83,TRUE,42,1,109.124,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,20,0.89,109.522,-2.02395566716287,4.053,22.1,4.864,TRUE,43,1,109.522,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,21,0.9,109.87,-1.969033887485,3.42,21.115,3.875,TRUE,44,1,109.87,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,22,0.91,109.703,-1.99536828578914,2.147,20.494,7.887,TRUE,45,1,109.703,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,23,0.92,110.079,-1.93613280358324,0.27,21.373,3.247,TRUE,46,1,110.079,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,24,0.93,111.228,-1.7563639037338,-0.135,21.388,5.277,TRUE,47,1,111.228,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,25,0.94,113.273,-1.44095581586933,1.097,19.899,8.335,FALSE,48,1,113.273,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,26,0.95,116.087,-1.01612698122611,2.97,19.693,11.275,FALSE,49,1,116.087,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,27,0.96,119.07,-0.576884416107217,5.799,18.754,13.421,FALSE,50,1,119.07,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,28,0.97,121.969,-0.160429857034328,10.12,12.787,16.666,TRUE,51,1,121.969,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,29,0.98,126.625,0.488143194151269,11.76,15.796,15.99,TRUE,52,1,126.625,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,30,0.99,134.122,1.48394678479334,11.196,17.876,14.53,TRUE,53,1,134.122,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,31,1,138.655,2.05939166919096,5.028,12.936,10.182,TRUE,54,1,138.655,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,32,1.01,145.704,2.91788177545549,-0.316,12.854,6.44,TRUE,55,1,145.704,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,33,1.02,147.506,3.13067963600473,5.71,13.924,10.491,TRUE,56,1,147.506,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,34,1.03,149.473,3.36001485310874,7.617,16.462,9.1,TRUE,57,1,149.473,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,35,1.04,152.57,3.71505170277171,4.864,20.498,8.208,TRUE,58,1,152.57,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,36,1.05,155.392,4.03234274766075,4.107,13.383,11.137,TRUE,59,1,155.392,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,37,1.06,152.498,3.70687982936335,4.052,18.207,4.129,TRUE,60,1,152.498,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,38,1.07,150.359,3.46233067210521,2.225,18.294,4.37,TRUE,61,1,150.359,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,39,1.08,149.18,3.32604554832224,0.639,22.67,1.816,TRUE,62,1,149.18,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,40,1.09,147.708,3.15437155661074,0.627,20.422,-0.237,TRUE,63,1,147.708,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,41,1.1,145.274,2.86671425193138,0.591,19.345,-0.394,TRUE,64,1,145.274,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,42,1.11,142.396,2.52029941295665,3.916,8.043,4.956,TRUE,65,1,142.396,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,43,1.12,140.178,2.24851531510056,2.308,12.227,3.343,TRUE,66,1,140.178,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,44,1.13,138.094,1.9892036192371,2.373,17.169,8.037,TRUE,67,1,138.094,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,45,1.14,134.722,1.56122149831062,4.287,16.302,8.982,TRUE,68,1,134.722,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,46,1.15,130.838,1.05477530445301,6.023,11.832,12.866,TRUE,69,1,130.838,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,47,1.16,127.923,0.664704099981635,7.992,12.27,15.665,TRUE,70,1,127.923,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,48,1.17,123.677,0.0803227226067264,9.432,10.378,9.023,TRUE,71,1,123.677,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,49,1.18,119.174,-0.561769798107234,12.058,12.181,8.699,TRUE,72,1,119.174,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,50,1.19,117.981,-0.735949523816719,9.29,17.005,6.893,TRUE,73,1,117.981,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,51,1.2,116.002,-1.02880788387552,8.367,17.559,8.366,TRUE,74,1,116.002,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,52,1.21,113.732,-1.37094524240551,6.843,20.824,7.076,TRUE,75,1,113.732,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,53,1.22,111.207,-1.75963280612222,7.68,21.008,1.754,TRUE,76,1,111.207,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,54,1.23,109.589,-2.01336809420645,6.347,19.428,10.921,TRUE,77,1,109.589,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,55,1.24,108.503,-2.18578484652069,3.41,17.729,10.29,TRUE,78,1,108.503,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,56,1.25,106.794,-2.46063690057979,-0.985,10.593,4.855,TRUE,79,1,106.794,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,0.69,1.26,harmony,57,1.26,104.695,-2.80429350601857,-6.843,10.329,1.4,TRUE,80,1,104.695,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,1,1.27,102.98,-3.0902339311896,-0.289,12.149,11.269,TRUE,81,1,102.98,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,2,1.28,101.993,-3.25696235037289,1.751,10.511,11.078,TRUE,82,1,101.993,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,3,1.29,101.991,-3.25730183465579,2.473,10.708,12.057,TRUE,83,1,101.991,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,4,1.3,100.745,-3.47010516367226,0.476,16.356,10.74,TRUE,84,1,100.745,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,5,1.31,99.37,-3.70801679247276,-2.76,9.669,4.732,TRUE,85,1,99.37,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,6,1.32,99.2,-3.73765972546823,-2.6,10.251,6.096,TRUE,86,1,99.2,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,7,1.33,99.049,-3.7640322561707,-1.393,14.032,7.732,TRUE,87,1,99.049,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,8,1.34,98.76,-3.8146191350457,-2.326,10.965,5.978,TRUE,88,1,98.76,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,9,1.35,102.532,-3.16571313265125,-2.131,7.541,3.278,TRUE,89,1,102.532,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,10,1.36,100.869,-3.4488097130436,-0.083,8.181,3.916,TRUE,90,1,100.869,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,11,1.37,99.396,-3.70348763904285,0.472,9.757,4.156,TRUE,91,1,99.396,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,12,1.38,99.624,-3.66382111951027,0.045,6.901,4.061,TRUE,92,1,99.624,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,13,1.39,99.67,-3.65582923137803,0.08,10.315,3.23,TRUE,93,1,99.67,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,14,1.4,99.425,-3.6984372884482,-1.003,9.404,4.255,TRUE,94,1,99.425,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,15,1.41,99.446,-3.69478105750799,-0.145,10.466,4.342,TRUE,95,1,99.446,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,16,1.42,99.285,-3.72283191448339,0.757,8.205,4.781,TRUE,96,1,99.285,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,17,1.43,98.926,-3.78554424661736,-0.549,15.718,5.952,TRUE,97,1,98.926,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,18,1.44,99.011,-3.77067538397761,-2.71,11.728,2.566,TRUE,98,1,99.011,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,19,1.45,98.649,-3.8340880548719,-4.122,11.491,2.221,TRUE,99,1,98.649,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,20,1.46,96.547,-4.20696399981719,-2.42,13.216,9.468,TRUE,100,1,96.547,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,21,1.47,97.56,-4.02626407520488,-3.709,19.444,4.24,TRUE,101,1,97.56,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.26,1.48,made,22,1.48,99.936,-3.60968747916055,-4.22,11.28,7.168,TRUE,102,1,99.936,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.48,1.52,a,1,1.49,99.689,-3.6525293104282,4.622,9.352,4.946,TRUE,103,1,99.689,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.48,1.52,a,2,1.5,98.16,-3.92011818480423,2.724,10.027,3.91,TRUE,104,1,98.16,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.48,1.52,a,3,1.51,97.923,-3.96196808198358,2.23,7.126,6.947,TRUE,105,1,97.923,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,5,1.57,95.971,-4.31055886240396,-0.227,10.473,5.501,TRUE,106,1,95.971,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,6,1.58,98.323,-3.89139394761993,-1.822,15.483,8.598,TRUE,107,1,98.323,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,7,1.59,96.863,-4.15039293872504,-4.531,14.025,5.979,TRUE,108,1,96.863,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,8,1.6,97.72,-3.99789480955201,-2.868,12.875,6.891,TRUE,109,1,97.72,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,9,1.61,98.511,-3.85832322811053,-2.386,10.034,7.018,TRUE,110,1,98.511,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,10,1.62,98.263,-3.90196174453012,-1.477,11.696,5.149,TRUE,111,1,98.263,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,11,1.63,98.892,-3.79149536918941,-3.994,12.943,2.178,TRUE,112,1,98.892,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,12,1.64,99.352,-3.71115305448386,-3.079,12.959,3.311,TRUE,113,1,99.352,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,13,1.65,99.073,-3.75983790951755,0.42,10.857,3.008,TRUE,114,1,99.073,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,14,1.66,99.315,-3.71760160009597,1.621,11.735,6.129,TRUE,115,1,99.315,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,15,1.67,100.36,-3.53639152384901,2.951,8.705,9.252,TRUE,116,1,100.36,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,16,1.68,99.982,-3.60172053594759,-0.34,21.893,4.143,TRUE,117,1,99.982,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,17,1.69,98.844,-3.79990043816901,-1.041,13.611,2.464,TRUE,118,1,98.844,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,18,1.7,98.259,-3.90266649373858,0.444,10.65,5.284,TRUE,119,1,98.259,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,19,1.71,97.681,-4.00480553455446,0.944,12.306,3.047,TRUE,120,1,97.681,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,20,1.72,97.243,-4.08260834895567,0.229,9.296,3.901,TRUE,121,1,97.243,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,21,1.73,97.889,-3.96798017095257,-1.344,10.23,2.344,TRUE,122,1,97.889,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,22,1.74,98.084,-3.93352738909143,-1.911,8.773,2.849,TRUE,123,1,98.084,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,23,1.75,98.723,-3.82110634260939,2.708,11.298,8.029,TRUE,124,1,98.723,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,24,1.76,103.233,-3.04775334711567,5.575,11.246,8.507,TRUE,125,1,103.233,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,25,1.77,98.915,-3.78746938595242,1.417,11.185,2.704,TRUE,126,1,98.915,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,26,1.78,97.824,-3.97947968476379,-4.618,17.005,-1.935,TRUE,127,1,97.824,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,27,1.79,95.655,-4.36765658978935,1.748,11.134,6.059,TRUE,128,1,95.655,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,28,1.8,95.645,-4.36946655743247,5.556,11.585,10.652,TRUE,129,1,95.645,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,32,1.84,97.418,-4.05148079487903,-1.256,9.038,10.991,TRUE,130,1,97.418,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,33,1.85,97.662,-4.00817329762106,-4.881,10.667,5.672,TRUE,131,1,97.662,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,34,1.86,97.142,-4.10059889912065,0.55,11.927,6.744,TRUE,132,1,97.142,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,35,1.87,96.303,-4.25077227914083,-0.256,11.673,9.189,TRUE,133,1,96.303,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,36,1.88,101.827,-3.28516222434872,3.258,9.739,8.622,TRUE,134,1,101.827,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,37,1.89,114.068,-1.31987456090207,17.78,9.022,9.176,TRUE,135,1,114.068,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,38,1.9,110.503,-1.86957758685157,18.966,11.445,10.4,TRUE,136,1,110.503,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,39,1.91,108.556,-2.17733042570202,18.043,8.163,25.024,TRUE,137,1,108.556,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,40,1.92,111.706,-1.68212389156941,12.669,12.982,31.045,TRUE,138,1,111.706,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,41,1.93,115.519,-1.10104213120499,16.259,15.464,26.583,TRUE,139,1,115.519,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,45,1.97,112.535,-1.55411879303001,14.406,12.449,24.196,TRUE,140,1,112.535,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,46,1.98,112.782,-1.51616204929459,10.029,13.337,22.895,TRUE,141,1,112.782,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,47,1.99,113.496,-1.40690660125991,15.872,11.207,21.335,TRUE,142,1,113.496,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,48,2,114.039,-1.32427651153869,8.637,11.742,20.579,TRUE,143,1,114.039,TRUE,"",""
demoSpeaker,102_35_rfr,102,35,rfr,1.52,2.1,move,49,2.01,114.118,-1.31228761833428,9.491,9.372,14.294,TRUE,144,1,114.118,TRUE,"",""
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,5,0.48,129.217,0.838946595903311,6.24,17.937,-8.949,TRUE,145,1,129.217,TRUE,"",""
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,6,0.49,129.798,0.916613809733023,12.65,14.066,7.652,TRUE,146,1,129.798,TRUE,"",""
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,7,0.5,128.635,0.760794793504165,14.547,12.908,11.947,TRUE,147,1,128.635,TRUE,"",""
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,8,0.51,125.445,0.326055591463159,14.268,6.551,29.287,TRUE,148,1,125.445,TRUE,"",""
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,9,0.52,122.773,-0.0466841834208744,13.029,10.144,11.896,TRUE,149,1,122.773,TRUE,"",""
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,10,0.53,121.184,-0.272213256794401,13.847,12.215,15.681,TRUE,150,1,121.184,TRUE,"",""
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,11,0.54,120.399,-0.384723119794861,11.879,10.642,27.552,TRUE,151,1,120.399,TRUE,"",""
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,12,0.55,119.235,-0.552910629258946,11.834,17.217,18.03,TRUE,152,1,119.235,TRUE,"",""
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,13,0.56,118.008,-0.731988040906179,10.903,14.799,19.86,TRUE,153,1,118.008,TRUE,"",""
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,14,0.57,116.802,-0.909824301902067,9.95,12.248,15.872,TRUE,154,1,116.802,TRUE,"",""
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,15,0.58,115.801,-1.05883149280864,9.87,16.232,26.911,TRUE,155,1,115.801,TRUE,"",""
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,16,0.59,114.847,-1.20204597560271,8.911,15.244,28.454,TRUE,156,1,114.847,TRUE,"",""
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,17,0.6,113.408,-1.42033506474721,7.313,8.499,27.773,TRUE,157,1,113.408,TRUE,"",""
demoSpeaker,110_33_rfr,110,33,rfr,0.43,0.72,only,18,0.61,111.723,-1.67948941002128,5.021,9.972,22.259,TRUE,158,1,111.723,TRUE,"",""
