Filename	t_ms	H1c	H2c	H4c	A1c	A2c	A3c	H2Kc	H1H2c	H2H4c	H1A1c	H1A2c	H1A3c	H42Kc	H2KH5Kc	CPP	Energy	HNR05	HNR15	HNR25	HNR35	SHR	H1u	H2u	H4u	A1u	A2u	A3u	H2Ku	H5Ku	H1H2u	H2H4u	H1A1u	H1A2u	H1A3u	H42Ku	H2KH5Ku	strF0	sF0	pF0	shrF0	oF0	sF1	sF2	sF3	sF4	pF1	pF2	pF3	pF4	oF1	oF2	oF3	oF4	sB1	sB2	sB3	sB4	pB1	pB2	pB3	pB4	oB1	oB2	oB3	oB4	epoch	soe	
1.mat	647.000	-40.046	-44.313	-47.978	-64.210	-61.641	-54.513	-48.445	4.266	3.665	24.163	21.594	14.467	0.467	13.546	13.682	0.000	57.086	60.945	61.559	63.033	0.000	-37.885	-46.140	-53.249	-43.152	-49.999	-50.254	-50.963	-61.991	8.254	7.109	5.267	12.113	12.368	-2.286	13.079	149.590	150.236	0	144.985	0	178.533	1508.598	2269.215	3345.697	0	0	0	0	0	0	0	0	45.140	591.655	487.302	753.694	0	0	0	0	0	0	0	0	0.000	0	
1.mat	648.000	-38.869	-43.105	-46.309	-61.290	-59.994	-52.425	-46.151	4.236	3.204	22.420	21.124	13.556	-0.158	15.481	13.598	0.000	56.222	60.779	61.499	63.013	0.000	-36.419	-45.225	-52.646	-41.491	-49.886	-50.012	-51.075	-61.632	8.806	7.420	5.072	13.466	13.593	-1.571	12.988	151.710	146.021	0	168.608	0	178.402	1485.665	2274.909	3409.269	0	0	0	0	0	0	0	0	42.392	629.679	514.705	746.664	0	0	0	0	0	0	0	0	0.000	0	
1.mat	649.000	-37.836	-42.262	-44.918	-58.443	-58.488	-50.525	-44.121	4.426	2.656	20.607	20.652	12.689	-0.797	17.211	13.602	0.000	55.266	60.543	61.354	62.906	0.000	-35.091	-44.690	-52.331	-39.908	-49.920	-49.963	-51.327	-61.332	9.598	7.641	4.817	14.829	14.871	-1.003	12.857	153.898	146.692	0	168.608	0	178.816	1446.043	2276.841	3460.412	0	0	0	0	0	0	0	0	41.356	644.877	545.029	733.645	0	0	0	0	0	0	0	0	0.000	0	
1.mat	650.000	-36.868	-41.223	-43.219	-55.535	-56.874	-48.473	-42.005	4.355	1.995	18.668	20.006	11.605	-1.214	18.984	13.574	0.000	54.282	60.276	61.204	62.791	0.000	-33.825	-43.971	-51.715	-38.267	-49.848	-49.773	-51.401	-60.989	10.146	7.743	4.442	16.023	15.948	-0.314	12.689	155.728	147.111	0	168.608	0	178.955	1405.240	2290.082	3503.092	0	0	0	0	0	0	0	0	41.340	646.790	591.575	675.536	0	0	0	0	0	0	0	0	1.000	0.006	
1.mat	651.000	-35.867	-40.009	-41.555	-52.462	-55.207	-46.535	-39.852	4.142	1.546	16.595	19.340	10.668	-1.703	20.701	13.688	0.000	53.321	60.031	61.093	62.709	0.000	-32.523	-43.081	-51.137	-36.459	-49.722	-49.734	-51.420	-60.554	10.558	8.056	3.936	17.199	17.211	0.283	12.484	157.160	147.344	0	168.608	0	180.100	1381.298	2339.972	3515.444	0	0	0	0	0	0	0	0	43.452	641.053	652.316	628.162	0	0	0	0	0	0	0	0	0.000	0	
1.mat	652.000	-34.795	-38.743	-40.430	-49.412	-53.547	-44.444	-37.715	3.948	1.687	14.617	18.752	9.649	-2.715	22.494	13.859	0.000	52.340	59.703	60.925	62.618	0.000	-31.148	-42.147	-51.102	-34.673	-49.589	-49.621	-51.532	-60.209	10.998	8.955	3.525	18.440	18.472	0.430	12.234	157.843	146.807	0	168.608	0	179.370	1336.601	2407.820	3536.891	0	0	0	0	0	0	0	0	50.348	687.808	790.337	571.047	0	0	0	0	0	0	0	0	0.000	0	
1.mat	653.000	-33.832	-37.136	-39.886	-46.392	-52.115	-42.308	-35.476	3.305	2.750	12.560	18.283	8.476	-4.411	24.806	13.935	0.000	51.356	59.353	60.739	62.460	0.000	-29.881	-40.838	-51.620	-32.889	-49.633	-49.552	-51.615	-60.282	10.957	10.783	3.008	19.752	19.671	-0.006	11.976	158.058	145.030	0	168.608	0	184.841	1285.324	2520.384	3558.655	0	0	0	0	0	0	0	0	49.523	624.950	732.829	525.535	0	0	0	0	0	0	0	0	0.000	0	
1.mat	654.000	-32.976	-35.776	-38.852	-43.428	-50.738	-40.230	-33.241	2.800	3.076	10.453	17.762	7.254	-5.611	27.323	13.905	0.000	50.506	59.098	60.654	62.415	0.000	-28.721	-39.783	-51.655	-31.155	-49.710	-49.604	-51.742	-60.564	11.063	11.872	2.434	20.989	20.883	0.087	11.716	157.787	145.000	0	172.904	0	183.241	1252.290	2581.437	3571.543	0	0	0	0	0	0	0	0	52.497	610.628	607.859	483.591	0	0	0	0	0	0	0	0	0.000	0	
1.mat	655.000	-32.109	-34.325	-37.190	-40.585	-49.037	-37.903	-30.923	2.216	2.864	8.475	16.928	5.794	-6.267	29.354	13.799	0.000	49.442	58.652	60.427	62.235	0.000	-27.554	-38.616	-51.046	-29.519	-49.421	-49.428	-51.785	-60.277	11.062	12.430	1.965	21.868	21.874	0.739	11.434	156.733	144.485	0	168.608	0	185.658	1218.853	2600.793	3580.564	0	0	0	0	0	0	0	0	55.687	598.735	512.372	436.646	0	0	0	0	0	0	0	0	0.000	0	
1.mat	656.000	-31.236	-32.980	-35.316	-37.891	-47.454	-35.567	-28.491	1.743	2.337	6.655	16.218	4.330	-6.825	31.908	13.804	0.000	48.786	58.447	60.387	62.234	0.000	-26.386	-37.525	-50.207	-28.009	-49.205	-49.256	-51.743	-60.399	11.139	12.682	1.623	22.819	22.871	1.536	11.165	155.303	144.834	0	156.351	0	188.150	1180.070	2620.230	3590.377	0	0	0	0	0	0	0	0	59.266	583.168	431.642	400.248	0	0	0	0	0	0	0	0	0.000	0	
1.mat	657.000	-30.491	-31.720	-33.708	-35.491	-45.856	-33.352	-26.193	1.229	1.987	5.000	15.365	2.861	-7.515	34.227	13.856	0.000	48.012	58.017	60.173	62.108	0.000	-25.357	-36.486	-49.624	-26.750	-48.912	-49.182	-51.738	-60.420	11.129	13.138	1.393	23.555	23.825	2.114	10.898	152.736	144.920	0	156.351	0	190.619	1147.040	2634.685	3599.776	0	0	0	0	0	0	0	0	59.917	552.049	379.477	365.533	0	0	0	0	0	0	0	0	1.000	0.018	
1.mat	658.000	-29.738	-30.477	-31.908	-33.176	-44.189	-31.147	-23.834	0.740	1.430	3.438	14.451	1.409	-8.074	36.555	14.007	0.000	47.611	57.992	60.277	62.180	0.000	-24.336	-35.417	-48.842	-25.520	-48.463	-49.090	-51.643	-60.388	11.080	13.425	1.184	24.127	24.754	2.801	10.638	150.053	144.908	0	152.467	0	194.739	1116.682	2644.457	3605.883	0	0	0	0	0	0	0	0	61.215	525.218	336.229	344.185	0	0	0	0	0	0	0	0	0.000	0	
1.mat	659.000	-28.966	-29.226	-30.414	-30.841	-42.493	-29.036	-21.677	0.259	1.189	1.875	13.527	0.069	-8.737	39.240	14.270	0.000	46.993	57.713	60.205	62.178	0.000	-23.310	-34.317	-48.404	-24.199	-47.864	-49.035	-51.680	-60.917	11.007	14.086	0.889	24.554	25.725	3.276	10.407	147.651	144.789	0	148.679	0	195.990	1082.764	2651.122	3612.753	0	0	0	0	0	0	0	0	64.038	506.775	301.824	325.935	0	0	0	0	0	0	0	0	0.000	0	
1.mat	660.000	-28.118	-28.779	-30.308	-30.496	-42.494	-28.460	-21.296	0.662	1.529	2.378	14.376	0.342	-9.012	40.060	14.274	0.000	46.315	57.409	60.075	62.110	0.000	-22.379	-33.400	-47.883	-23.591	-47.329	-48.907	-51.789	-61.356	11.021	14.482	1.212	24.950	26.528	3.907	10.205	145.620	144.388	0	148.679	0	203.652	1059.612	2660.349	3620.729	0	0	0	0	0	0	0	0	60.179	453.045	274.768	308.514	0	0	0	0	0	0	0	0	0.000	0	
1.mat	661.000	-27.406	-28.236	-30.223	-30.319	-42.603	-27.760	-20.516	0.830	1.987	2.913	15.198	0.354	-9.707	40.839	14.368	0.000	45.787	57.170	60.039	62.136	0.000	-21.586	-32.357	-47.363	-23.145	-46.896	-48.689	-51.527	-61.355	10.770	15.007	1.559	25.309	27.103	4.163	10.026	144.215	144.619	0	146.820	0	204.458	1047.301	2671.353	3624.796	0	0	0	0	0	0	0	0	58.326	421.486	257.294	301.174	0	0	0	0	0	0	0	0	0.000	0	
1.mat	662.000	-26.578	-27.298	-29.543	-30.301	-42.448	-26.827	-19.442	0.720	2.244	3.723	15.870	0.249	-10.101	41.791	14.551	0.000	45.697	57.175	60.170	62.264	0.000	-20.803	-31.109	-46.399	-22.973	-46.343	-48.434	-51.156	-61.233	10.306	15.290	2.170	25.540	27.631	4.757	9.885	143.210	144.369	0	146.820	0	208.719	1031.826	2680.220	3634.917	0	0	0	0	0	0	0	0	56.074	389.690	235.123	291.686	0	0	0	0	0	0	0	0	0.000	0	
1.mat	663.000	-25.752	-26.591	-29.262	-30.256	-42.249	-26.072	-18.454	0.839	2.671	4.505	16.497	0.320	-10.808	43.006	14.764	0.001	45.499	57.026	60.184	62.292	0.000	-20.030	-30.118	-45.853	-22.797	-45.766	-48.423	-50.965	-61.460	10.087	15.736	2.766	25.736	28.392	5.112	9.780	142.544	144.533	0	146.820	0	212.265	1018.980	2689.618	3644.115	0	0	0	0	0	0	0	0	54.443	363.185	222.822	291.082	0	0	0	0	0	0	0	0	0.000	0	
1.mat	664.000	-25.033	-26.168	-29.170	-30.208	-41.998	-25.204	-17.464	1.135	3.002	5.174	16.964	0.170	-11.706	43.818	14.888	0.001	45.349	56.908	60.245	62.365	0.000	-19.378	-29.340	-45.451	-22.586	-45.101	-48.288	-50.757	-61.282	9.962	16.111	3.208	25.723	28.910	5.306	9.693	142.251	144.544	0	144.985	0	215.855	1012.598	2697.591	3650.195	0	0	0	0	0	0	0	0	52.465	344.903	215.235	293.797	0	0	0	0	0	0	0	0	1.000	0.023	
1.mat	665.000	-24.393	-25.742	-28.900	-30.292	-41.608	-24.340	-16.366	1.349	3.158	5.899	17.215	-0.053	-12.534	45.106	14.763	0.001	45.322	56.882	60.370	62.510	0.000	-18.814	-28.503	-44.835	-22.487	-44.268	-48.155	-50.455	-61.472	9.690	16.332	3.674	25.454	29.341	5.620	9.651	142.111	144.439	0	144.985	0	219.581	1004.419	2706.922	3654.746	0	0	0	0	0	0	0	0	50.528	327.691	207.550	296.543	0	0	0	0	0	0	0	0	0.000	0	
1.mat	666.000	-23.768	-25.345	-28.871	-30.378	-41.207	-23.487	-15.601	1.577	3.526	6.610	17.439	-0.281	-13.271	46.208	15.032	0.001	45.463	56.937	60.559	62.700	0.000	-18.265	-27.737	-44.488	-22.415	-43.458	-48.062	-50.495	-61.809	9.472	16.751	4.150	25.193	29.796	6.007	9.656	142.261	144.308	0	144.985	0	219.981	997.501	2714.096	3660.510	0	0	0	0	0	0	0	0	49.051	314.088	201.183	301.045	0	0	0	0	0	0	0	0	0.000	0	
1.mat	667.000	-23.218	-25.041	-29.029	-30.545	-40.954	-22.708	-14.870	1.822	3.989	7.327	17.736	-0.510	-14.159	46.966	15.206	0.001	46.194	57.449	61.018	63.009	0.000	-17.805	-26.993	-44.286	-22.394	-42.772	-47.987	-50.498	-61.836	9.188	17.293	4.589	24.967	30.182	6.212	9.671	142.564	144.397	0	144.985	0	224.856	991.320	2722.887	3663.534	0	0	0	0	0	0	0	0	46.645	294.276	197.482	308.877	0	0	0	0	0	0	0	0	0.000	0	
1.mat	668.000	-22.725	-24.531	-28.900	-30.942	-40.608	-21.686	-13.850	1.806	4.370	8.217	17.883	-1.038	-15.051	47.670	15.572	0.001	46.946	57.923	61.443	63.263	0.000	-17.405	-26.027	-43.787	-22.598	-41.999	-47.642	-50.210	-61.520	8.622	17.760	5.193	24.594	30.237	6.422	9.709	142.963	144.543	0	144.985	0	225.297	990.223	2729.139	3664.117	0	0	0	0	0	0	0	0	44.143	282.392	192.314	310.820	0	0	0	0	0	0	0	0	0.000	0	
1.mat	669.000	-22.205	-23.738	-28.668	-31.343	-40.117	-20.754	-12.922	1.533	4.930	9.139	17.912	-1.450	-15.746	48.412	15.825	0.001	47.782	58.455	61.887	63.558	0.000	-16.988	-24.748	-43.170	-22.797	-41.086	-47.343	-49.927	-61.334	7.760	18.423	5.810	24.099	30.355	6.757	9.779	143.379	144.560	0	144.985	0	227.971	987.415	2735.740	3663.907	0	0	0	0	0	0	0	0	42.373	270.168	186.595	312.061	0	0	0	0	0	0	0	0	0.000	0	
1.mat	670.000	-21.702	-23.216	-28.426	-31.741	-39.695	-19.965	-12.005	1.513	5.210	10.039	17.992	-1.737	-16.421	49.048	16.071	0.001	48.756	59.082	62.379	63.839	0.000	-16.592	-23.722	-42.537	-22.988	-40.254	-47.131	-49.607	-61.052	7.129	18.815	6.396	23.662	30.538	7.070	9.872	143.746	144.716	0	144.985	0	229.157	985.133	2739.231	3661.186	0	0	0	0	0	0	0	0	41.454	262.261	183.448	312.419	0	0	0	0	0	0	0	0	0.000	0	
1.mat	671.000	-21.232	-22.840	-28.226	-31.973	-39.154	-19.045	-11.326	1.608	5.386	10.741	17.922	-2.187	-16.900	49.573	16.202	0.001	50.037	59.988	63.050	64.238	0.000	-16.234	-22.834	-41.945	-23.012	-39.313	-46.716	-49.436	-60.899	6.600	19.111	6.779	23.080	30.482	7.491	9.988	143.966	144.756	0	144.985	0	230.118	984.743	2741.839	3660.131	0	0	0	0	0	0	0	0	40.579	256.665	180.431	311.971	0	0	0	0	0	0	0	0	1.000	0.024	
1.mat	672.000	-20.784	-22.412	-27.765	-32.161	-38.615	-18.327	-10.731	1.628	5.353	11.377	17.831	-2.457	-17.034	50.061	16.376	0.001	51.498	61.015	63.751	64.635	0.000	-15.902	-21.865	-41.081	-22.981	-38.378	-46.387	-49.228	-60.792	5.963	19.216	7.079	22.476	30.484	8.147	10.133	144.093	144.945	0	144.985	0	232.733	980.610	2742.658	3655.325	0	0	0	0	0	0	0	0	40.466	255.634	177.449	310.630	0	0	0	0	0	0	0	0	0.000	0	
1.mat	673.000	-20.343	-21.902	-26.884	-32.354	-37.853	-17.666	-10.414	1.559	4.982	12.011	17.510	-2.676	-16.470	50.244	16.674	0.001	52.920	62.023	64.506	65.142	0.000	-15.577	-20.865	-39.840	-22.981	-37.273	-45.992	-49.185	-60.658	5.288	18.975	7.405	21.697	30.415	9.345	10.273	144.186	145.058	0	144.985	0	231.114	982.350	2741.856	3653.743	0	0	0	0	0	0	0	0	39.705	248.657	175.095	307.506	0	0	0	0	0	0	0	0	0.000	0	
1.mat	674.000	-19.905	-21.419	-26.280	-32.500	-37.129	-17.058	-10.017	1.514	4.861	12.595	17.224	-2.847	-16.264	50.155	16.964	0.001	54.117	62.837	65.128	65.530	0.000	-15.259	-19.859	-38.865	-22.918	-36.202	-45.549	-48.969	-60.172	4.600	19.005	7.659	20.943	30.290	10.105	10.392	144.284	145.177	0	144.985	0	234.234	981.871	2740.502	3647.217	0	0	0	0	0	0	0	0	38.678	244.408	173.032	296.937	0	0	0	0	0	0	0	0	0.000	0	
1.mat	675.000	-19.497	-21.023	-26.096	-32.753	-36.622	-16.505	-9.436	1.526	5.073	13.256	17.125	-2.992	-16.660	50.358	17.283	0.001	55.636	63.926	65.920	66.034	0.000	-14.967	-18.973	-38.337	-22.976	-35.376	-45.124	-48.520	-59.794	4.006	19.363	8.008	20.409	30.157	10.183	10.531	144.393	145.383	0	144.985	0	233.518	983.909	2736.095	3642.146	0	0	0	0	0	0	0	0	38.171	241.270	172.195	285.755	0	0	0	0	0	0	0	0	0.000	0	
1.mat	676.000	-19.115	-20.779	-26.187	-32.972	-36.134	-16.129	-9.252	1.663	5.408	13.856	17.019	-2.987	-16.935	50.126	17.619	0.001	56.733	64.680	66.455	66.346	0.000	-14.698	-18.261	-38.108	-23.006	-34.597	-44.830	-48.406	-59.378	3.564	19.846	8.309	19.899	30.132	10.299	10.647	144.526	145.418	0	144.985	0	234.522	983.505	2731.081	3638.339	0	0	0	0	0	0	0	0	37.559	237.185	169.939	273.449	0	0	0	0	0	0	0	0	0.000	0	
1.mat	677.000	-18.767	-20.589	-26.098	-33.270	-35.597	-15.806	-9.036	1.822	5.508	14.502	16.829	-2.961	-17.062	50.011	17.964	0.001	58.099	65.675	67.103	66.698	0.000	-14.451	-17.640	-37.728	-23.128	-33.794	-44.554	-48.261	-59.047	3.189	20.088	8.676	19.343	30.102	10.532	10.752	144.672	145.518	0	144.985	0	235.104	985.110	2726.932	3634.134	0	0	0	0	0	0	0	0	37.863	238.190	167.326	260.415	0	0	0	0	0	0	0	0	0.000	0	
1.mat	678.000	-18.480	-20.372	-25.987	-33.342	-35.141	-15.499	-9.073	1.893	5.615	14.863	16.662	-2.981	-16.914	49.649	18.178	0.001	59.021	66.285	67.495	66.902	0.000	-14.250	-17.047	-37.368	-23.043	-33.109	-44.271	-48.315	-58.722	2.797	20.321	8.793	18.859	30.021	10.947	10.835	144.793	145.583	0	144.985	0	234.812	986.342	2719.339	3632.737	0	0	0	0	0	0	0	0	37.871	238.303	164.409	246.176	0	0	0	0	0	0	0	0	1.000	0.027	
1.mat	679.000	-18.201	-20.138	-26.057	-33.311	-34.781	-15.347	-8.995	1.936	5.919	15.110	16.579	-2.855	-17.062	49.174	18.310	0.001	60.392	67.344	68.178	67.300	0.000	-14.049	-16.463	-37.212	-22.861	-32.540	-44.105	-48.240	-58.169	2.414	20.749	8.812	18.491	30.056	11.028	10.870	144.883	145.719	0	144.985	0	235.642	985.423	2711.007	3632.685	0	0	0	0	0	0	0	0	38.563	242.481	163.861	236.120	0	0	0	0	0	0	0	0	0.000	0	
1.mat	680.000	-17.939	-19.835	-26.065	-33.186	-34.443	-15.296	-8.940	1.896	6.230	15.248	16.504	-2.643	-17.125	48.983	18.637	0.001	61.623	68.209	68.782	67.661	0.000	-13.841	-15.895	-37.050	-22.619	-32.042	-44.037	-48.182	-57.923	2.053	21.156	8.777	18.201	30.196	11.131	10.878	144.985	145.876	0	144.985	0	234.980	989.260	2703.279	3629.203	0	0	0	0	0	0	0	0	38.455	242.234	162.926	223.939	0	0	0	0	0	0	0	0	0.000	0	
1.mat	681.000	-17.694	-19.555	-25.985	-33.013	-34.105	-15.268	-9.230	1.861	6.430	15.319	16.411	-2.426	-16.755	48.930	18.833	0.001	62.955	69.221	69.445	68.044	0.000	-13.646	-15.362	-36.812	-22.329	-31.552	-43.967	-48.443	-58.160	1.716	21.450	8.683	17.906	30.321	11.631	10.873	145.114	146.031	0	144.985	0	236.061	991.387	2697.695	3625.215	0	0	0	0	0	0	0	0	38.177	241.916	162.084	212.562	0	0	0	0	0	0	0	0	0.000	0	
1.mat	682.000	-17.511	-19.372	-25.823	-32.789	-33.673	-15.032	-8.896	1.861	6.450	15.277	16.162	-2.479	-16.927	48.930	18.877	0.001	64.056	70.044	70.081	68.438	0.000	-13.501	-14.980	-36.525	-22.009	-30.999	-43.682	-48.074	-57.826	1.479	21.544	8.508	17.498	30.181	11.550	10.857	145.261	146.271	0	144.985	0	235.214	991.695	2690.396	3621.889	0	0	0	0	0	0	0	0	38.536	242.804	161.200	205.315	0	0	0	0	0	0	0	0	0.000	0	
1.mat	683.000	-17.315	-19.152	-26.057	-32.592	-33.429	-14.861	-9.050	1.837	6.906	15.277	16.114	-2.454	-17.007	48.729	18.975	0.001	65.181	70.952	70.742	68.891	0.000	-13.333	-14.600	-36.661	-21.732	-30.657	-43.447	-48.159	-57.779	1.267	22.061	8.400	17.325	30.114	11.499	10.813	145.453	146.340	0	146.820	0	235.083	995.430	2681.771	3620.446	0	0	0	0	0	0	0	0	39.176	243.986	159.499	197.828	0	0	0	0	0	0	0	0	0.000	0	
1.mat	684.000	-17.184	-18.941	-26.080	-32.646	-33.221	-14.650	-8.952	1.757	7.139	15.462	16.037	-2.534	-17.129	48.521	18.999	0.001	66.285	71.782	71.358	69.286	0.000	-13.224	-14.260	-36.604	-21.717	-30.370	-43.164	-48.008	-57.472	1.036	22.345	8.494	17.146	29.940	11.403	10.760	145.656	146.425	0	146.820	0	235.823	999.487	2677.666	3617.337	0	0	0	0	0	0	0	0	39.343	243.165	157.225	192.708	0	0	0	0	0	0	0	0	0.000	0	
1.mat	685.000	-17.029	-18.714	-25.904	-32.489	-33.022	-14.487	-8.961	1.686	7.190	15.460	15.993	-2.541	-16.943	48.021	19.367	0.001	67.150	72.489	71.927	69.679	0.000	-13.081	-13.946	-36.378	-21.509	-30.116	-42.920	-47.953	-56.982	0.865	22.431	8.428	17.035	29.839	11.576	10.660	145.835	146.506	0	146.820	0	234.945	1006.523	2671.391	3614.030	0	0	0	0	0	0	0	0	40.428	247.972	154.765	191.590	0	0	0	0	0	0	0	0	1.000	0.029	
1.mat	686.000	-16.856	-18.502	-26.046	-32.252	-32.778	-14.309	-8.986	1.646	7.544	15.397	15.923	-2.546	-17.060	47.762	19.510	0.001	68.002	73.167	72.472	70.062	0.000	-12.920	-13.653	-36.474	-21.224	-29.825	-42.646	-47.897	-56.748	0.733	22.821	8.304	16.905	29.726	11.423	10.537	145.955	146.674	0	146.820	0	234.733	1006.896	2666.146	3611.954	0	0	0	0	0	0	0	0	41.269	249.981	151.149	189.906	0	0	0	0	0	0	0	0	0.000	0	
1.mat	687.000	-16.665	-18.298	-25.805	-31.968	-32.572	-14.142	-9.037	1.633	7.507	15.303	15.906	-2.523	-16.768	47.904	19.628	0.001	68.324	73.340	72.675	70.267	0.000	-12.738	-13.394	-36.205	-20.903	-29.588	-42.374	-47.876	-56.941	0.656	22.812	8.165	16.850	29.636	11.671	10.424	146.073	146.783	0	146.820	0	236.458	1010.793	2660.029	3606.350	0	0	0	0	0	0	0	0	41.366	246.139	149.599	191.482	0	0	0	0	0	0	0	0	0.000	0	
1.mat	688.000	-16.486	-18.092	-25.901	-31.578	-32.431	-14.221	-9.482	1.606	7.809	15.092	15.944	-2.265	-16.418	47.769	19.673	0.001	68.706	73.537	72.861	70.484	0.000	-12.564	-13.149	-36.286	-20.484	-29.429	-42.340	-48.224	-57.251	0.585	23.137	7.920	16.865	29.776	11.938	10.309	146.200	146.942	0	146.820	0	234.603	1018.582	2656.779	3599.727	0	0	0	0	0	0	0	0	41.597	243.885	145.706	189.762	0	0	0	0	0	0	0	0	0.000	0	
1.mat	689.000	-16.347	-17.905	-25.532	-31.475	-32.172	-14.026	-9.161	1.558	7.627	15.128	15.825	-2.321	-16.371	47.664	19.737	0.001	68.984	73.657	73.005	70.639	0.000	-12.425	-12.954	-35.919	-20.367	-29.169	-42.035	-47.827	-56.825	0.529	22.966	7.942	16.745	29.610	11.907	10.189	146.338	147.075	0	146.820	0	233.386	1019.312	2654.463	3596.541	0	0	0	0	0	0	0	0	41.798	240.413	142.238	189.421	0	0	0	0	0	0	0	0	0.000	0	
1.mat	690.000	-16.183	-17.727	-25.908	-31.399	-31.955	-13.890	-9.506	1.544	8.181	15.216	15.772	-2.293	-16.401	47.707	19.822	0.002	68.923	73.616	73.008	70.718	0.000	-12.258	-12.778	-36.305	-20.281	-28.959	-41.783	-48.061	-57.213	0.519	23.527	8.023	16.701	29.525	11.756	10.074	146.505	147.132	0	146.820	0	233.119	1022.329	2650.764	3592.243	0	0	0	0	0	0	0	0	41.811	237.201	138.854	190.531	0	0	0	0	0	0	0	0	0.000	0	
1.mat	691.000	-16.064	-17.556	-25.825	-31.625	-31.743	-13.814	-9.357	1.491	8.269	15.561	15.679	-2.250	-16.467	47.633	19.886	0.002	68.648	73.298	72.866	70.712	0.000	-12.137	-12.613	-36.235	-20.500	-28.758	-41.589	-47.813	-56.990	0.476	23.622	8.363	16.620	29.452	11.578	9.960	146.689	147.174	0	146.820	0	233.547	1024.925	2649.786	3587.806	0	0	0	0	0	0	0	0	41.691	233.937	133.250	188.677	0	0	0	0	0	0	0	0	0.000	0	
1.mat	692.000	-15.941	-17.367	-25.561	-31.649	-31.581	-13.747	-9.348	1.425	8.195	15.708	15.640	-2.194	-16.213	47.433	19.983	0.002	68.225	72.936	72.685	70.643	0.000	-12.007	-12.462	-36.003	-20.530	-28.623	-41.409	-47.689	-56.782	0.455	23.541	8.523	16.616	29.402	11.686	9.837	146.846	147.244	0	146.820	0	232.690	1026.657	2648.477	3584.977	0	0	0	0	0	0	0	0	42.006	234.595	127.626	186.228	0	0	0	0	0	0	0	0	1.000	0.032	
1.mat	693.000	-15.806	-17.194	-25.544	-31.605	-31.408	-13.674	-9.644	1.388	8.350	15.799	15.602	-2.131	-15.900	46.956	19.974	0.002	67.799	72.564	72.417	70.489	0.000	-11.863	-12.325	-36.015	-20.491	-28.474	-41.221	-47.875	-56.601	0.462	23.690	8.627	16.611	29.357	11.860	9.699	146.977	147.410	0	146.820	0	231.275	1026.583	2645.243	3582.865	0	0	0	0	0	0	0	0	42.107	233.256	124.800	187.070	0	0	0	0	0	0	0	0	0.000	0	
1.mat	694.000	-15.665	-17.009	-25.446	-31.615	-31.235	-13.572	-9.772	1.344	8.437	15.950	15.570	-2.093	-15.674	46.949	20.039	0.002	67.639	72.340	72.276	70.450	0.000	-11.711	-12.199	-35.957	-20.515	-28.336	-41.014	-47.898	-56.721	0.488	23.758	8.804	16.626	29.303	11.941	9.580	147.112	147.543	0	146.820	0	231.775	1025.169	2643.650	3582.014	0	0	0	0	0	0	0	0	41.585	228.984	119.653	184.645	0	0	0	0	0	0	0	0	0.000	0	
1.mat	695.000	-15.532	-16.826	-25.803	-31.522	-31.165	-13.609	-10.664	1.294	8.977	15.990	15.633	-1.923	-15.140	46.782	20.099	0.002	67.331	72.081	72.093	70.398	0.000	-11.565	-12.082	-36.358	-20.439	-28.303	-40.955	-48.727	-57.446	0.518	24.276	8.874	16.738	29.390	12.369	9.452	147.258	147.753	0	148.679	0	230.268	1025.295	2643.189	3583.741	0	0	0	0	0	0	0	0	40.606	224.746	115.069	181.869	0	0	0	0	0	0	0	0	0.000	0	
1.mat	696.000	-15.431	-16.651	-25.334	-31.814	-31.012	-13.376	-10.612	1.220	8.683	16.384	15.581	-2.054	-14.722	46.614	20.134	0.002	67.386	72.100	72.099	70.499	0.000	-11.447	-11.987	-35.940	-20.754	-28.193	-40.632	-48.620	-57.226	0.541	23.953	9.308	16.746	29.185	12.680	9.334	147.401	147.818	0	148.679	0	229.571	1025.737	2640.191	3583.172	0	0	0	0	0	0	0	0	40.438	221.738	112.640	183.904	0	0	0	0	0	0	0	0	0.000	0	
1.mat	697.000	-15.308	-16.479	-25.374	-32.170	-30.840	-13.148	-10.545	1.172	8.895	16.862	15.533	-2.160	-14.829	46.681	20.136	0.002	67.189	71.911	71.964	70.511	0.000	-11.305	-11.910	-36.037	-21.138	-28.071	-40.323	-48.490	-57.226	0.605	24.127	9.834	16.766	29.019	12.452	9.232	147.556	147.877	0	148.679	0	228.502	1025.959	2640.079	3585.581	0	0	0	0	0	0	0	0	39.997	217.080	109.437	184.505	0	0	0	0	0	0	0	0	0.000	0	
1.mat	698.000	-15.222	-16.322	-25.222	-32.388	-30.644	-12.976	-10.108	1.100	8.901	17.166	15.423	-2.245	-15.115	46.797	20.128	0.002	67.374	71.882	71.909	70.518	0.000	-11.201	-11.838	-35.938	-21.382	-27.919	-40.075	-47.994	-56.905	0.637	24.100	10.181	16.718	28.875	12.056	9.157	147.697	147.922	0	148.679	0	229.199	1025.166	2638.871	3587.706	0	0	0	0	0	0	0	0	39.676	214.842	105.308	184.778	0	0	0	0	0	0	0	0	0.000	0	
